remittance_id,customer_id,transfer_date,destination_country,transfer_amount,exchange_rate,transfer_fee,transfer_status,channel
REM0008291,CUST00513,2026-11-13,Bangladesh,4314.17,35.205936,65.34,Completed,Mobile App
REM0008292,CUST00683,2026-06-10,Pakistan,5578.72,59.592676,74.04,Completed,Partner
REM0008293,CUST00083,2024-05-01,Jordan,2849.81,8.269142,55.2,Completed,Partner
REM0008294,CUST00523,2025-12-30,Sri Lanka,5841.91,33.479417,32.39,Completed,Branch
REM0008295,CUST00950,2024-07-29,Nepal,4096.36,28.941825,40.71,Completed,Partner
REM0008296,CUST00275,2024-06-22,Nepal,1106.82,83.309852,44.0,Completed,Partner
REM0008297,CUST00115,2025-02-17,Egypt,1279.16,17.901713,43.22,Completed,Branch
REM0008298,CUST00268,2024-06-28,Philippines,1013.59,37.997458,23.11,Failed,Branch
REM0008299,CUST00665,2026-02-13,Sri Lanka,4833.59,82.20292,9.58,Completed,Partner
REM0008300,CUST00360,2026-04-26,Bangladesh,207.28,70.642998,73.24,Failed,Branch
REM0008301,CUST00290,2026-09-10,Philippines,2158.93,82.201712,39.51,Completed,Mobile App
REM0008302,CUST00603,2026-06-26,Nepal,3429.17,26.377974,21.31,Pending,Mobile App
REM0008303,CUST00831,2025-08-15,Bangladesh,5170.62,58.93724,31.43,Failed,Mobile App
REM0008304,CUST00101,2026-02-08,India,5733.04,29.029284,13.45,Completed,Partner
REM0008305,CUST00375,2026-02-23,Nepal,5063.87,69.886881,13.89,Completed,Branch
REM0008306,CUST00021,2024-07-18,Jordan,4738.5,42.709287,22.6,Completed,Mobile App
REM0008307,CUST00653,2026-06-25,Jordan,3291.55,51.031893,69.75,Completed,Partner
REM0008308,CUST00201,2024-02-26,Egypt,559.74,46.763986,7.28,Completed,Partner
REM0008309,CUST00096,2025-08-04,India,6646.54,36.841565,29.25,Completed,Mobile App
REM0008310,CUST00423,2025-07-08,India,4275.5,65.381554,12.31,Completed,Mobile App
REM0008311,CUST00715,2026-11-08,Jordan,486.13,55.447037,54.09,Failed,Partner
REM0008312,CUST00703,2026-03-21,Nepal,4333.79,45.582716,67.38,Completed,Branch
REM0008313,CUST00213,2024-07-19,Jordan,754.57,45.216366,40.26,Failed,Partner
REM0008314,CUST00632,2026-11-29,Pakistan,2936.37,57.046616,62.8,Completed,Partner
REM0008315,CUST00580,2026-12-21,Nepal,4363.26,69.078527,23.39,Completed,Partner
REM0008316,CUST00535,2026-08-09,Sri Lanka,2711.23,76.034336,10.9,Completed,Partner
REM0008317,CUST00742,2026-12-26,Egypt,3885.15,28.534993,73.56,Pending,Partner
REM0008318,CUST00822,2024-09-09,Sri Lanka,392.65,17.518051,35.31,Completed,Partner
REM0008319,CUST00171,2026-10-04,Egypt,333.79,9.617198,26.3,Completed,Mobile App
REM0008320,CUST00317,2024-07-20,Pakistan,1794.04,81.35585,53.81,Completed,Partner
REM0008321,CUST00747,2024-11-14,Philippines,3493.8,70.063201,41.52,Completed,Mobile App
REM0008322,CUST00085,2024-10-10,Egypt,1558.37,68.831783,34.62,Completed,Mobile App
REM0008323,CUST00181,2026-09-11,India,6014.2,23.559867,66.67,Completed,Partner
REM0008324,CUST00539,2025-04-15,Jordan,5820.57,71.359869,21.35,Completed,Branch
REM0008325,CUST00735,2026-12-09,Nepal,7064.98,45.894275,29.77,Completed,Mobile App
REM0008326,CUST00855,2026-05-25,Jordan,5504.16,8.607773,73.19,Completed,Partner
REM0008327,CUST00699,2024-06-24,Pakistan,560.26,54.501255,53.9,Failed,Mobile App
REM0008328,CUST00914,2026-03-15,Nepal,3748.35,78.760514,36.17,Completed,Mobile App
REM0008329,CUST00203,2024-05-20,Nepal,1275.1,21.966124,33.16,Completed,Mobile App
REM0008330,CUST00583,2024-05-29,Pakistan,4943.6,46.264632,22.54,Completed,Mobile App
REM0008331,CUST00361,2025-12-03,Nepal,6666.0,71.477805,62.16,Completed,Mobile App
REM0008332,CUST00937,2026-10-25,Pakistan,5394.48,60.952247,47.44,Completed,Mobile App
REM0008333,CUST00728,2024-07-19,Pakistan,6434.12,27.192612,18.38,Completed,Mobile App
REM0008334,CUST00609,2025-03-26,Nepal,1253.74,73.717555,58.22,Completed,Mobile App
REM0008335,CUST00772,2025-08-01,Jordan,1811.08,72.115429,51.75,Completed,Branch
REM0008336,CUST00457,2024-12-22,India,4222.57,42.285899,54.89,Failed,Mobile App
REM0008337,CUST00097,2025-08-04,Pakistan,617.97,49.692236,67.84,Completed,Mobile App
REM0008338,CUST00724,2026-06-05,Pakistan,5068.6,40.749145,72.27,Completed,Branch
REM0008339,CUST00400,2026-06-25,India,3407.42,83.246031,53.39,Completed,Partner
REM0008340,CUST00426,2026-01-05,Bangladesh,4628.49,15.994445,74.98,Completed,Branch
REM0008341,CUST00494,2026-09-11,Pakistan,2421.97,8.90373,23.68,Completed,Partner
REM0008342,CUST00281,2026-07-17,Jordan,1092.35,56.624023,23.29,Completed,Branch
REM0008343,CUST00379,2025-02-10,Sri Lanka,1085.07,77.77793,18.97,Completed,Partner
REM0008344,CUST00344,2026-10-09,Pakistan,5141.49,81.454014,21.48,Completed,Branch
REM0008345,CUST00213,2026-06-18,Egypt,3934.73,67.497367,16.47,Completed,Mobile App
REM0008346,CUST00055,2026-10-04,Sri Lanka,6074.74,13.512496,43.03,Completed,Mobile App
REM0008347,CUST00442,2025-12-26,Egypt,3010.54,72.148002,41.67,Completed,Mobile App
REM0008348,CUST00358,2024-04-18,India,3470.23,55.578354,66.3,Completed,Branch
REM0008349,CUST00687,2024-03-04,Jordan,3096.74,75.404815,64.87,Completed,Partner
REM0008350,CUST00011,2025-06-01,Philippines,6385.29,62.405793,58.72,Failed,Branch
REM0008351,CUST00897,2026-02-24,Sri Lanka,6679.77,46.458671,49.08,Completed,Mobile App
REM0008352,CUST00423,2026-07-18,Nepal,7607.89,60.998498,36.45,Failed,Mobile App
REM0008353,CUST00577,2024-06-04,Sri Lanka,2189.6,35.098648,16.86,Completed,Branch
REM0008354,CUST00526,2025-01-20,Pakistan,7310.64,18.706313,45.69,Failed,Mobile App
REM0008355,CUST00328,2025-03-04,Pakistan,388.76,57.292132,61.12,Completed,Mobile App
REM0008356,CUST00242,2025-02-28,Nepal,1977.76,61.731195,62.39,Completed,Branch
REM0008357,CUST00929,2025-07-06,India,6462.87,29.025891,38.92,Pending,Branch
REM0008358,CUST00359,2025-07-03,Egypt,1788.95,13.366933,13.81,Completed,Mobile App
REM0008359,CUST00105,2025-04-08,Philippines,7166.69,22.8595,16.52,Completed,Mobile App
REM0008360,CUST00531,2024-12-29,Pakistan,4326.27,4.689081,26.5,Completed,Partner
REM0008361,CUST00570,2024-07-28,Nepal,4105.38,7.97692,31.33,Completed,Partner
REM0008362,CUST00473,2025-12-14,Pakistan,2594.27,68.161003,51.7,Failed,Mobile App
REM0008363,CUST00462,2025-01-04,Philippines,1241.64,42.79091,48.34,Completed,Mobile App
REM0008364,CUST00589,2024-04-29,Nepal,5015.96,14.752554,56.04,Completed,Mobile App
REM0008365,CUST00979,2025-08-04,Philippines,5034.38,23.324247,60.84,Completed,Branch
REM0008366,CUST00889,2025-12-10,Philippines,1468.72,68.655375,40.86,Completed,Mobile App
REM0008367,CUST00140,2026-02-27,Sri Lanka,3218.82,29.54718,23.53,Completed,Mobile App
REM0008368,CUST00991,2025-04-25,Egypt,6022.18,20.397304,52.54,Completed,Mobile App
REM0008369,CUST00231,2024-07-18,Jordan,7117.61,7.186887,12.09,Completed,Branch
REM0008370,CUST00667,2025-06-18,Philippines,6978.43,62.078049,16.83,Completed,Branch
REM0008371,CUST00677,2026-10-18,Nepal,4220.84,15.69374,36.23,Completed,Mobile App
REM0008372,CUST00810,2024-11-26,Sri Lanka,6634.94,24.634511,13.34,Completed,Partner
REM0008373,CUST00733,2025-02-06,Sri Lanka,2594.34,16.073155,59.32,Pending,Branch
REM0008374,CUST00701,2026-11-03,Nepal,4107.16,37.839069,38.87,Completed,Branch
REM0008375,CUST00550,2025-08-22,Pakistan,3511.06,7.748601,58.1,Completed,Branch
REM0008376,CUST00386,2025-09-08,Philippines,6433.3,51.418502,21.45,Completed,Partner
REM0008377,CUST00035,2026-02-02,Nepal,812.46,19.52504,12.95,Completed,Partner
REM0008378,CUST00939,2025-01-25,Jordan,343.96,28.709922,52.68,Completed,Branch
REM0008379,CUST00283,2024-04-10,Bangladesh,7621.66,16.348577,6.92,Completed,Partner
REM0008380,CUST00433,2025-02-28,Pakistan,1249.88,33.942975,22.78,Completed,Mobile App
REM0008381,CUST00950,2026-06-05,Nepal,2368.5,26.337778,5.9,Completed,Branch
REM0008382,CUST00434,2024-05-29,Pakistan,253.84,71.312501,18.5,Completed,Mobile App
REM0008383,CUST00755,2025-08-04,Pakistan,844.43,24.920915,72.34,Completed,Partner
REM0008384,CUST00388,2025-07-13,Sri Lanka,5612.42,55.089155,57.2,Completed,Partner
REM0008385,CUST00127,2025-09-26,Pakistan,6723.4,44.336831,28.4,Completed,Mobile App
REM0008386,CUST00695,2024-10-17,Pakistan,5583.4,28.163862,28.78,Completed,Partner
REM0008387,CUST00103,2024-04-01,Bangladesh,6355.66,43.385783,39.61,Completed,Mobile App
REM0008388,CUST00598,2025-03-19,Philippines,4762.99,29.739521,16.84,Completed,Mobile App
REM0008389,CUST00494,2025-08-01,Bangladesh,7011.0,70.041316,8.19,Failed,Mobile App
REM0008390,CUST00860,2024-06-02,Egypt,934.78,70.175943,21.62,Failed,Mobile App
REM0008391,CUST00338,2024-03-24,Egypt,7142.28,28.236003,73.89,Completed,Branch
REM0008392,CUST00007,2025-02-14,India,1904.61,38.363472,63.92,Completed,Partner
REM0008393,CUST00258,2025-05-28,Pakistan,7547.15,84.103198,22.23,Completed,Partner
REM0008394,CUST00391,2024-06-25,India,7096.77,60.213916,28.86,Completed,Partner
REM0008395,CUST00645,2024-06-29,Philippines,2465.48,80.776028,35.33,Completed,Partner
REM0008396,CUST00339,2025-05-06,India,719.76,38.200926,24.75,Completed,Partner
REM0008397,CUST00281,2025-12-31,Egypt,3211.86,9.079042,25.02,Completed,Partner
REM0008398,CUST00489,2025-06-02,Nepal,3058.26,77.260959,53.4,Completed,Mobile App
REM0008399,CUST00082,2024-03-04,India,2074.33,38.756795,38.17,Completed,Mobile App
REM0008400,CUST00120,2025-12-13,Philippines,539.11,39.789245,17.83,Completed,Branch
REM0008401,CUST00237,2025-09-21,Sri Lanka,4014.28,57.344013,42.63,Completed,Partner
REM0008402,CUST00844,2026-08-14,Pakistan,3764.13,43.916613,20.94,Completed,Mobile App
REM0008403,CUST00808,2026-05-20,Egypt,4378.62,66.315352,25.29,Completed,Branch
REM0008404,CUST00451,2024-12-09,Sri Lanka,5897.22,41.514008,70.48,Failed,Mobile App
REM0008405,CUST00437,2026-11-23,Jordan,4561.37,20.351868,37.99,Completed,Mobile App
REM0008406,CUST00736,2025-01-22,Bangladesh,7935.25,57.639777,35.51,Completed,Branch
REM0008407,CUST00694,2025-09-01,Sri Lanka,1113.44,4.422993,23.78,Completed,Partner
REM0008408,CUST00314,2026-08-07,Sri Lanka,4567.44,84.100385,24.31,Completed,Branch
REM0008409,CUST00165,2026-05-17,India,3035.8,31.244446,26.18,Completed,Branch
REM0008410,CUST00997,2026-05-30,Sri Lanka,4153.16,40.822161,19.81,Completed,Branch
REM0008411,CUST00650,2025-07-17,Egypt,7596.92,76.528418,58.1,Completed,Partner
REM0008412,CUST00521,2026-05-29,Philippines,2845.94,17.2037,36.93,Completed,Branch
REM0008413,CUST00683,2025-06-17,Sri Lanka,5381.0,77.917549,7.04,Completed,Mobile App
REM0008414,CUST00038,2026-06-27,Pakistan,1491.57,71.309943,20.73,Completed,Mobile App
REM0008415,CUST00976,2025-09-22,Sri Lanka,6122.21,70.451975,49.72,Completed,Partner
REM0008416,CUST00963,2026-11-21,Sri Lanka,2433.22,0.728217,19.25,Completed,Branch
REM0008417,CUST00168,2024-07-15,Egypt,5165.39,19.884928,63.76,Completed,Branch
REM0008418,CUST00334,2024-01-18,Philippines,883.44,61.011348,54.59,Completed,Branch
REM0008419,CUST00928,2024-01-08,Nepal,2121.81,4.691986,16.43,Completed,Partner
REM0008420,CUST00575,2026-06-04,India,2514.12,39.242884,57.95,Completed,Mobile App
REM0008421,CUST00709,2025-09-26,Jordan,7208.49,43.296078,61.77,Completed,Branch
REM0008422,CUST00333,2024-01-12,India,5298.02,62.802457,42.99,Completed,Branch
REM0008423,CUST00774,2026-12-05,India,1609.26,55.601218,65.76,Completed,Branch
REM0008424,CUST00554,2026-03-03,Pakistan,4485.63,11.713673,72.63,Completed,Branch
REM0008425,CUST00424,2024-12-10,Sri Lanka,4044.6,69.596159,61.3,Completed,Partner
REM0008426,CUST00081,2024-02-02,Sri Lanka,3831.78,9.084126,73.14,Completed,Mobile App
REM0008427,CUST00680,2026-05-04,Pakistan,5544.05,61.930521,55.08,Completed,Branch
REM0008428,CUST00653,2024-04-30,Jordan,3917.65,52.883745,74.55,Completed,Branch
REM0008429,CUST00946,2025-06-16,Sri Lanka,6785.32,42.186995,66.97,Completed,Branch
REM0008430,CUST00412,2024-03-06,Nepal,1170.93,53.441152,46.94,Failed,Mobile App
REM0008431,CUST00164,2024-03-09,Sri Lanka,1646.93,62.728194,47.66,Completed,Partner
REM0008432,CUST00027,2026-12-28,Egypt,551.18,57.308562,65.03,Completed,Mobile App
REM0008433,CUST00708,2024-04-18,India,4370.26,42.064126,14.13,Completed,Branch
REM0008434,CUST00495,2024-03-15,Sri Lanka,663.13,81.968587,59.19,Completed,Partner
REM0008435,CUST00183,2025-01-06,Jordan,7822.16,40.699714,27.19,Pending,Branch
REM0008436,CUST00949,2025-09-27,Egypt,5855.18,73.787299,70.16,Completed,Mobile App
REM0008437,CUST00536,2026-06-14,Nepal,3749.09,28.609611,36.4,Completed,Partner
REM0008438,CUST00832,2025-06-19,India,5877.28,74.140062,13.25,Failed,Mobile App
REM0008439,CUST00669,2024-10-05,Jordan,677.06,77.962775,74.42,Completed,Branch
REM0008440,CUST00069,2026-02-27,Egypt,3736.29,46.745369,58.44,Completed,Partner
REM0008441,CUST00363,2025-02-27,Egypt,6813.63,25.548724,73.12,Completed,Branch
REM0008442,CUST00723,2026-01-29,Jordan,7054.14,63.154182,72.63,Completed,Partner
REM0008443,CUST00289,2024-11-11,Nepal,4445.88,76.432844,55.78,Completed,Mobile App
REM0008444,CUST00909,2026-09-28,Jordan,823.67,15.795343,11.61,Completed,Branch
REM0008445,CUST00520,2025-04-24,Philippines,2347.69,41.024688,44.58,Completed,Mobile App
REM0008446,CUST00282,2026-07-29,Nepal,3565.12,2.793615,53.02,Failed,Mobile App
REM0008447,CUST00467,2026-09-26,Bangladesh,6499.35,76.037394,74.39,Completed,Partner
REM0008448,CUST00107,2024-06-13,India,7313.3,71.19566,73.15,Completed,Partner
REM0008449,CUST00258,2025-07-16,India,3407.99,46.160712,69.77,Failed,Partner
REM0008450,CUST00396,2025-08-13,India,2501.88,21.323703,24.75,Completed,Partner
REM0008451,CUST00566,2024-11-15,Bangladesh,5591.5,20.360571,31.83,Completed,Mobile App
REM0008452,CUST00184,2024-02-25,Egypt,7543.68,8.591842,45.58,Completed,Branch
REM0008453,CUST00218,2024-03-02,Philippines,687.52,44.449608,28.88,Pending,Partner
REM0008454,CUST00721,2025-06-21,India,7929.96,61.810964,68.87,Completed,Mobile App
REM0008455,CUST00415,2024-11-11,Nepal,4478.56,40.581835,46.08,Completed,Mobile App
REM0008456,CUST00672,2024-02-05,India,7612.51,48.112896,17.12,Completed,Branch
REM0008457,CUST00300,2024-09-11,Sri Lanka,7154.6,17.128716,13.66,Completed,Partner
REM0008458,CUST00731,2024-01-16,Jordan,3906.62,76.634373,15.47,Completed,Partner
REM0008459,CUST00333,2026-11-21,India,4388.42,31.603783,29.25,Completed,Partner
REM0008460,CUST00579,2026-06-30,Jordan,3482.7,47.87706,18.35,Completed,Mobile App
REM0008461,CUST00934,2026-10-21,Jordan,2276.9,23.992603,73.73,Completed,Branch
REM0008462,CUST00776,2025-10-14,Egypt,4768.48,49.628687,73.62,Completed,Branch
REM0008463,CUST00660,2026-06-24,Jordan,5998.87,83.880576,9.22,Completed,Partner
REM0008464,CUST00345,2026-12-12,Sri Lanka,7883.74,77.286722,28.88,Completed,Partner
REM0008465,CUST00119,2025-09-09,Pakistan,5128.51,59.736496,44.15,Completed,Partner
REM0008466,CUST00989,2025-11-10,Pakistan,3237.52,43.404906,35.82,Pending,Branch
REM0008467,CUST00440,2024-10-30,Philippines,901.83,54.789196,16.62,Completed,Branch
REM0008468,CUST00285,2024-11-28,India,3057.71,35.742393,21.85,Completed,Branch
REM0008469,CUST00568,2026-08-27,Sri Lanka,3138.16,42.130127,19.53,Completed,Branch
REM0008470,CUST00780,2025-02-23,Pakistan,4459.73,67.52562,70.58,Completed,Partner
REM0008471,CUST00460,2025-04-09,Philippines,5369.0,61.303598,23.45,Completed,Branch
REM0008472,CUST00363,2024-07-02,Egypt,4773.64,63.38669,24.22,Completed,Branch
REM0008473,CUST00291,2025-12-18,Pakistan,4204.66,47.131087,46.73,Completed,Branch
REM0008474,CUST00021,2026-01-02,Nepal,7462.5,25.453389,11.23,Completed,Branch
REM0008475,CUST00111,2026-10-03,Jordan,7041.76,14.021752,13.24,Completed,Branch
REM0008476,CUST00320,2025-11-28,Egypt,7485.81,50.884526,41.61,Completed,Partner
REM0008477,CUST00542,2024-08-26,India,3309.84,44.025127,73.07,Completed,Branch
REM0008478,CUST00120,2026-04-06,Egypt,3789.35,75.886348,28.95,Completed,Mobile App
REM0008479,CUST00597,2026-09-08,Egypt,7922.19,71.792075,30.5,Completed,Branch
REM0008480,CUST00784,2026-04-30,Bangladesh,5853.8,25.451638,59.18,Completed,Mobile App
REM0008481,CUST00040,2024-06-17,Jordan,7301.78,24.889542,69.39,Completed,Mobile App
REM0008482,CUST00667,2025-12-07,Bangladesh,3413.95,13.849629,54.74,Completed,Mobile App
REM0008483,CUST00533,2025-01-20,India,241.05,14.792689,43.68,Completed,Branch
REM0008484,CUST00620,2026-10-02,Philippines,3647.53,60.090861,39.44,Completed,Branch
REM0008485,CUST00409,2024-10-08,Pakistan,3875.21,37.113892,8.46,Completed,Mobile App
REM0008486,CUST00099,2025-07-01,Nepal,6573.9,46.822602,46.0,Completed,Partner
REM0008487,CUST00049,2025-10-28,Bangladesh,1231.0,4.101955,73.98,Completed,Mobile App
REM0008488,CUST00896,2025-07-01,Pakistan,327.12,57.240338,14.65,Completed,Mobile App
REM0008489,CUST00509,2025-05-01,Egypt,563.82,40.820737,19.27,Completed,Mobile App
REM0008490,CUST00949,2026-02-10,Nepal,4778.42,74.503956,73.86,Completed,Mobile App
REM0008491,CUST00040,2026-07-10,Nepal,6486.15,25.250188,12.85,Completed,Partner
REM0008492,CUST00069,2026-11-19,Philippines,2291.32,78.85002,14.7,Completed,Branch
REM0008493,CUST00269,2024-12-21,Sri Lanka,4624.66,52.257257,21.49,Completed,Mobile App
REM0008494,CUST00874,2026-12-15,Jordan,358.37,37.599201,32.94,Completed,Mobile App
REM0008495,CUST00439,2025-12-26,Philippines,4297.69,19.201204,47.25,Failed,Partner
REM0008496,CUST00771,2026-12-21,Bangladesh,7120.03,57.912965,43.96,Pending,Partner
REM0008497,CUST00604,2025-12-06,India,4708.28,41.820454,38.61,Completed,Mobile App
REM0008498,CUST00654,2026-10-22,Bangladesh,4025.97,65.542677,73.37,Completed,Mobile App
REM0008499,CUST00421,2024-01-23,Nepal,6233.82,10.911097,45.32,Completed,Partner
REM0008500,CUST00855,2026-05-14,Jordan,4679.37,3.848446,10.5,Completed,Partner
REM0008501,CUST00209,2025-04-08,Nepal,369.6,30.111388,24.91,Completed,Branch
REM0008502,CUST00915,2026-09-10,Egypt,4668.98,3.696979,34.97,Completed,Partner
REM0008503,CUST00504,2026-10-23,India,6771.17,41.619078,19.93,Completed,Branch
REM0008504,CUST00823,2026-12-12,Bangladesh,1132.03,63.144941,50.47,Completed,Mobile App
REM0008505,CUST00134,2025-07-10,Pakistan,5657.97,58.90694,21.53,Completed,Partner
REM0008506,CUST00038,2026-01-29,Pakistan,2284.85,17.331339,74.34,Completed,Partner
REM0008507,CUST00159,2025-03-09,Egypt,6161.06,5.816283,28.73,Completed,Branch
REM0008508,CUST00594,2026-10-04,Jordan,7550.63,15.415883,27.15,Completed,Mobile App
REM0008509,CUST00524,2026-05-17,Egypt,3662.44,16.897144,34.75,Completed,Partner
REM0008510,CUST00028,2025-07-25,India,7482.32,50.813314,70.06,Completed,Partner
REM0008511,CUST00796,2026-05-09,Philippines,1537.07,17.475619,21.0,Completed,Partner
REM0008512,CUST00770,2024-11-23,Bangladesh,4714.19,70.12167,51.37,Completed,Partner
REM0008513,CUST00539,2024-09-19,Jordan,5956.47,0.265051,35.18,Completed,Branch
REM0008514,CUST00088,2026-11-13,Nepal,894.05,25.741716,22.1,Completed,Mobile App
REM0008515,CUST00934,2024-11-01,Pakistan,808.79,16.145256,29.04,Failed,Mobile App
REM0008516,CUST00970,2025-08-02,Sri Lanka,2786.35,59.227374,20.06,Completed,Mobile App
REM0008517,CUST00760,2025-01-07,Egypt,6635.52,28.487786,59.52,Completed,Mobile App
REM0008518,CUST00200,2024-08-11,India,6798.4,30.941088,42.87,Completed,Partner
REM0008519,CUST00889,2026-12-16,Philippines,5703.61,67.89924,13.02,Completed,Partner
REM0008520,CUST00619,2026-09-19,Egypt,5016.14,62.292698,21.12,Completed,Branch
REM0008521,CUST00734,2024-06-30,Pakistan,3449.74,52.726016,37.72,Failed,Partner
REM0008522,CUST00634,2024-06-05,Bangladesh,1272.32,68.868508,21.66,Completed,Branch
REM0008523,CUST00912,2026-06-21,Sri Lanka,743.68,54.20465,59.69,Completed,Mobile App
REM0008524,CUST00674,2025-06-01,Jordan,4644.79,43.32726,7.32,Pending,Branch
REM0008525,CUST00953,2026-12-07,Nepal,6112.11,8.372063,8.67,Completed,Partner
REM0008526,CUST00766,2025-10-20,Jordan,6680.95,68.870727,38.68,Completed,Mobile App
REM0008527,CUST00775,2026-04-25,Bangladesh,5244.65,48.797465,19.88,Completed,Branch
REM0008528,CUST00445,2025-02-04,Philippines,7848.53,69.546598,54.34,Completed,Branch
REM0008529,CUST00286,2024-12-17,India,5883.99,52.843901,18.9,Completed,Partner
REM0008530,CUST00180,2024-11-28,Jordan,4189.29,2.984001,6.43,Completed,Partner
REM0008531,CUST00343,2024-09-21,Sri Lanka,873.74,25.842244,47.95,Completed,Partner
REM0008532,CUST00761,2024-04-05,India,620.41,73.20361,14.76,Completed,Mobile App
REM0008533,CUST00032,2024-10-12,Egypt,2412.04,12.275359,42.9,Completed,Mobile App
REM0008534,CUST00658,2026-04-02,Jordan,6223.41,51.09442,54.12,Completed,Partner
REM0008535,CUST00382,2025-09-26,Egypt,5861.38,36.37022,42.18,Completed,Mobile App
REM0008536,CUST00071,2025-06-02,Nepal,2928.9,57.702633,46.45,Completed,Partner
REM0008537,CUST00639,2024-06-22,India,3818.95,43.848474,64.79,Completed,Partner
REM0008538,CUST00474,2024-04-13,Bangladesh,1969.9,84.79231,41.69,Completed,Partner
REM0008539,CUST00049,2025-08-31,Jordan,5169.89,29.670123,44.03,Completed,Branch
REM0008540,CUST00104,2026-10-10,Bangladesh,1765.81,80.799367,43.23,Completed,Partner
REM0008541,CUST00306,2024-06-20,India,4090.39,66.488171,67.7,Completed,Partner
REM0008542,CUST00645,2025-12-28,Jordan,7395.76,5.073354,32.45,Completed,Branch
REM0008543,CUST00680,2026-04-09,Pakistan,4731.95,41.574786,48.3,Completed,Branch
REM0008544,CUST00300,2025-05-10,Philippines,6213.53,16.119668,58.81,Completed,Partner
REM0008545,CUST00076,2024-04-07,Jordan,1821.01,54.925002,60.08,Completed,Partner
REM0008546,CUST00536,2024-12-29,Sri Lanka,6676.74,72.368618,9.06,Completed,Mobile App
REM0008547,CUST00835,2024-05-01,India,4189.37,24.170765,28.39,Completed,Branch
REM0008548,CUST00504,2024-02-28,Egypt,4885.66,29.525246,72.68,Completed,Branch
REM0008549,CUST00856,2026-01-22,Nepal,4739.34,58.994656,36.79,Completed,Mobile App
REM0008550,CUST00365,2024-06-12,Philippines,7354.34,50.25506,25.74,Completed,Partner
REM0008551,CUST00683,2024-04-15,Philippines,4011.63,32.65219,58.88,Completed,Partner
REM0008552,CUST00679,2026-03-28,India,6265.67,10.677592,29.76,Completed,Partner
REM0008553,CUST00448,2025-05-17,Bangladesh,4470.22,47.802999,69.74,Completed,Branch
REM0008554,CUST00581,2024-07-18,Philippines,5595.52,46.50506,66.56,Completed,Partner
REM0008555,CUST00861,2024-11-13,Pakistan,4270.34,67.461239,42.41,Completed,Branch
REM0008556,CUST00411,2025-06-10,India,1726.99,21.225226,11.83,Completed,Mobile App
REM0008557,CUST00261,2026-07-27,Pakistan,7400.14,5.004797,39.25,Completed,Partner
REM0008558,CUST00701,2025-10-02,Jordan,5406.53,71.923465,48.18,Completed,Branch
REM0008559,CUST00716,2026-12-19,Bangladesh,4749.48,36.726782,38.49,Completed,Mobile App
REM0008560,CUST00274,2025-06-21,Pakistan,406.54,63.860504,72.92,Completed,Branch
REM0008561,CUST00264,2025-10-18,Jordan,2749.19,74.04194,66.21,Completed,Branch
REM0008562,CUST00229,2024-02-10,Egypt,5804.03,52.17473,42.89,Completed,Branch
REM0008563,CUST00884,2024-11-19,Pakistan,3131.34,21.002911,40.83,Completed,Branch
REM0008564,CUST00823,2026-06-13,Egypt,4632.05,53.001218,50.19,Completed,Branch
REM0008565,CUST00605,2026-07-02,Jordan,4040.72,2.374646,35.2,Completed,Partner
REM0008566,CUST00441,2026-06-10,Pakistan,2759.16,78.081423,32.16,Completed,Partner
REM0008567,CUST00880,2026-10-31,Philippines,3095.93,78.174763,33.9,Failed,Partner
REM0008568,CUST00796,2024-07-02,India,7160.38,26.135969,67.3,Completed,Partner
REM0008569,CUST00061,2025-10-31,Egypt,1362.47,36.908261,66.1,Completed,Mobile App
REM0008570,CUST00583,2025-04-30,India,3267.7,28.882796,39.06,Completed,Mobile App
REM0008571,CUST00876,2025-10-07,Jordan,6160.74,52.520038,45.75,Completed,Partner
REM0008572,CUST00509,2026-12-06,Bangladesh,6775.37,27.416131,40.36,Completed,Mobile App
REM0008573,CUST00774,2025-08-05,India,5799.23,84.899296,69.53,Completed,Mobile App
REM0008574,CUST00427,2024-01-07,Pakistan,7892.17,79.233951,46.15,Completed,Branch
REM0008575,CUST00291,2026-03-28,Bangladesh,7453.42,46.042244,46.5,Completed,Partner
REM0008576,CUST00674,2024-11-27,India,7439.64,4.801992,72.79,Completed,Branch
REM0008577,CUST00664,2024-11-07,India,4439.79,9.268113,10.21,Completed,Mobile App
REM0008578,CUST00262,2025-08-02,Bangladesh,1387.29,77.995605,62.97,Completed,Mobile App
REM0008579,CUST00905,2026-08-21,Egypt,7526.5,11.061156,59.5,Completed,Mobile App
REM0008580,CUST00213,2025-05-25,India,3259.4,54.675378,45.85,Completed,Branch
REM0008581,CUST00954,2025-12-20,Nepal,545.05,68.345064,30.35,Completed,Partner
REM0008582,CUST00029,2024-03-01,Sri Lanka,5663.96,68.65559,53.29,Completed,Mobile App
REM0008583,CUST00860,2024-07-13,Sri Lanka,6698.35,25.740768,50.42,Completed,Mobile App
REM0008584,CUST00352,2025-07-28,Sri Lanka,5112.58,69.06639,5.18,Completed,Partner
REM0008585,CUST00214,2025-05-02,India,6090.81,4.030814,52.96,Completed,Partner
REM0008586,CUST00968,2026-01-02,Pakistan,252.11,48.739781,53.58,Completed,Partner
REM0008587,CUST00908,2026-07-31,Philippines,1389.66,27.878254,59.33,Failed,Mobile App
REM0008588,CUST00999,2025-11-02,India,5324.03,34.106159,17.52,Completed,Partner
