employment_id,customer_id,employment_status,employer_name,job_title,industry,monthly_income,salary_transfer_bank,length_of_employment_months,source_of_funds,source_of_wealth,monthly_liabilities
EMP000698,CUST00698,Employed,Prime LLC,Sales Executive,Technology,36512.66,Dubai Islamic Bank,153,Salary,Employment Income,3298.81
EMP000699,CUST00699,Employed,Emirates LLC,Teacher,Education,22966.35,Emirates NBD,33,Salary,Employment Income,1442.74
EMP000700,CUST00700,Employed,Metro LLC,Technician,Retail,17604.36,ADCB,101,Salary,Employment Income,3187.74
EMP000701,CUST00701,Employed,Gulf Holdings,Engineer,Real Estate,10552.33,Emirates NBD,45,Salary,Employment Income,4113.28
EMP000702,CUST00702,Self-Employed,Self-Employed,Business Owner,Government,46298.94,Dubai Islamic Bank,99,Business Income,Business Ownership,23626.73
EMP000703,CUST00703,Employed,Global Holdings,Sales Executive,Real Estate,27675.53,Mashreq,9,Salary,Employment Income,8448.52
EMP000704,CUST00704,Employed,Al Noor Holdings,Driver,Hospitality,33480.75,ADCB,122,Salary,Employment Income,11226.26
EMP000705,CUST00705,Employed,Emirates LLC,Manager,Healthcare,36586.84,Emirates NBD,138,Salary,Employment Income,6525.12
EMP000706,CUST00706,Employed,Gulf LLC,Sales Executive,Technology,43808.66,Dubai Islamic Bank,68,Salary,Employment Income,6663.63
EMP000707,CUST00707,Employed,Al Noor Group,Accountant,Banking,38743.19,Emirates NBD,72,Salary,Employment Income,2498.3
EMP000708,CUST00708,Employed,Emirates Services,Sales Executive,Banking,20822.2,ADIB,111,Salary,Employment Income,3642.62
EMP000709,CUST00709,Self-Employed,Self-Employed,Business Owner,Real Estate,35005.58,Mashreq,46,Business Income,Business Ownership,12704.94
EMP000710,CUST00710,Employed,Global Holdings,Business Owner,Hospitality,10614.47,ADIB,81,Salary,Employment Income,1184.02
EMP000711,CUST00711,Student,,Student,Education,4713.2,,0,Family Support,Family Support,243.79
EMP000712,CUST00712,Employed,Global Holdings,Engineer,Hospitality,23902.36,Emirates NBD,167,Salary,Employment Income,9988.32
EMP000713,CUST00713,Employed,Prime LLC,Driver,Education,11991.15,Mashreq,96,Salary,Employment Income,3039.66
EMP000714,CUST00714,Self-Employed,Self-Employed,Business Owner,Healthcare,59687.86,ADIB,129,Business Income,Business Ownership,30405.22
EMP000715,CUST00715,Student,,Student,Education,5197.54,,0,Family Support,Family Support,335.36
EMP000716,CUST00716,Unemployed,,Unemployed,,2234.57,,0,Business Income,Employment Income,434.11
EMP000717,CUST00717,Employed,Global LLC,Technician,Retail,36639.89,Dubai Islamic Bank,85,Salary,Employment Income,4690.49
EMP000718,CUST00718,Employed,Gulf LLC,Nurse,Healthcare,35481.88,ADIB,8,Salary,Employment Income,5424.26
EMP000719,CUST00719,Unemployed,,Unemployed,,473.42,,0,Family Support,Savings,6.64
EMP000720,CUST00720,Employed,Prime LLC,Technician,Logistics,40915.58,FAB,40,Salary,Employment Income,9906.43
EMP000721,CUST00721,Unemployed,,Unemployed,,1313.46,,0,Business Income,Investments,226.83
EMP000722,CUST00722,Employed,Gulf LLC,Manager,Healthcare,32229.79,ADIB,86,Salary,Employment Income,1731.01
EMP000723,CUST00723,Student,,Student,Education,4805.38,,0,Family Support,Family Support,171.5
EMP000724,CUST00724,Employed,Global Holdings,Accountant,Education,10448.65,ADCB,134,Salary,Employment Income,2811.77
EMP000725,CUST00725,Employed,Prime LLC,Manager,Construction,41246.33,ADCB,115,Salary,Employment Income,2633.92
EMP000726,CUST00726,Self-Employed,Self-Employed,Business Owner,Retail,26656.68,Mashreq,169,Business Income,Business Ownership,14469.47
EMP000727,CUST00727,Employed,Metro Group,Manager,Education,6736.56,Mashreq,35,Salary,Employment Income,1240.78
EMP000728,CUST00728,Employed,Prime Holdings,Engineer,Banking,15593.15,ADIB,55,Salary,Employment Income,3498.09
EMP000729,CUST00729,Employed,Gulf Group,Driver,Banking,32441.89,ADIB,50,Salary,Employment Income,6720.29
EMP000730,CUST00730,Employed,Global Holdings,Technician,Healthcare,14552.02,Emirates NBD,37,Salary,Employment Income,1628.25
EMP000731,CUST00731,Self-Employed,Self-Employed,Business Owner,Technology,10491.64,Mashreq,118,Business Income,Business Ownership,3104.92
EMP000732,CUST00732,Unemployed,,Unemployed,,859.46,,0,Salary,Employment Income,60.41
EMP000733,CUST00733,Employed,Global Trading,Manager,Real Estate,15386.36,FAB,59,Salary,Employment Income,2830.72
EMP000734,CUST00734,Employed,Metro LLC,Sales Executive,Logistics,42746.95,Dubai Islamic Bank,173,Salary,Employment Income,2342.99
EMP000735,CUST00735,Employed,Metro Trading,Driver,Logistics,6779.06,ADCB,50,Salary,Employment Income,652.81
EMP000736,CUST00736,Employed,Metro Holdings,Manager,Education,37064.67,FAB,88,Salary,Employment Income,14190.71
EMP000737,CUST00737,Employed,Gulf Trading,Technician,Banking,8518.75,ADIB,92,Salary,Employment Income,2693.95
EMP000738,CUST00738,Unemployed,,Unemployed,,25.2,,0,Business Income,Employment Income,0.27
EMP000739,CUST00739,Employed,Al Noor Group,Sales Executive,Construction,24201.19,ADCB,90,Salary,Employment Income,10197.28
EMP000740,CUST00740,Employed,Global Holdings,Software Developer,Technology,38332.21,ADIB,47,Salary,Employment Income,16218.78
EMP000741,CUST00741,Employed,Emirates LLC,Teacher,Hospitality,20282.99,Mashreq,9,Salary,Employment Income,1298.05
EMP000742,CUST00742,Employed,Al Noor Trading,Driver,Retail,17723.77,Mashreq,153,Salary,Employment Income,7072.18
EMP000743,CUST00743,Employed,Gulf Holdings,Teacher,Logistics,43036.99,Dubai Islamic Bank,67,Salary,Employment Income,12273.49
EMP000744,CUST00744,Employed,Emirates LLC,Teacher,Education,38239.55,FAB,88,Salary,Employment Income,10018.16
EMP000745,CUST00745,Employed,Prime LLC,Engineer,Retail,6711.63,ADCB,71,Salary,Employment Income,1454.75
EMP000746,CUST00746,Employed,Prime Trading,Driver,Construction,15366.5,ADIB,113,Salary,Employment Income,5501.34
EMP000747,CUST00747,Employed,Emirates Group,Technician,Banking,37308.72,ADIB,176,Salary,Employment Income,9477.28
EMP000748,CUST00748,Unemployed,,Unemployed,,7.23,,0,Investment Income,Savings,0.36
EMP000749,CUST00749,Self-Employed,Self-Employed,Business Owner,Government,11555.01,Dubai Islamic Bank,75,Business Income,Business Ownership,1382.0
EMP000750,CUST00750,Self-Employed,Self-Employed,Business Owner,Education,44868.72,ADCB,120,Business Income,Business Ownership,19994.59
EMP000751,CUST00751,Student,,Student,Education,3769.02,,0,Family Support,Family Support,576.14
EMP000752,CUST00752,Student,,Student,Education,4637.04,,0,Family Support,Family Support,680.04
EMP000753,CUST00753,Employed,Prime Holdings,Sales Executive,Logistics,9566.15,Dubai Islamic Bank,66,Salary,Employment Income,510.01
EMP000754,CUST00754,Employed,Al Noor Holdings,Business Owner,Real Estate,38918.77,Dubai Islamic Bank,6,Salary,Employment Income,7078.55
EMP000755,CUST00755,Employed,Gulf Holdings,Sales Executive,Education,44559.33,Emirates NBD,52,Salary,Employment Income,6089.13
EMP000756,CUST00756,Employed,Gulf Holdings,Sales Executive,Banking,5031.65,FAB,99,Salary,Employment Income,2225.86
EMP000757,CUST00757,Employed,Global Holdings,Manager,Real Estate,17992.25,Dubai Islamic Bank,12,Salary,Employment Income,5467.94
EMP000758,CUST00758,Unemployed,,Unemployed,,2333.68,,0,Salary,Savings,287.7
EMP000759,CUST00759,Employed,Gulf Services,Sales Executive,Construction,16441.89,FAB,113,Salary,Employment Income,7154.14
EMP000760,CUST00760,Self-Employed,Self-Employed,Business Owner,Construction,55874.12,Dubai Islamic Bank,35,Business Income,Business Ownership,9334.59
EMP000761,CUST00761,Employed,Metro Holdings,Teacher,Technology,33816.45,ADCB,16,Salary,Employment Income,7872.97
EMP000762,CUST00762,Self-Employed,Self-Employed,Business Owner,Government,46179.32,FAB,155,Business Income,Business Ownership,23350.76
EMP000763,CUST00763,Self-Employed,Self-Employed,Business Owner,Construction,44725.55,Mashreq,7,Business Income,Business Ownership,21821.18
EMP000764,CUST00764,Employed,Gulf Group,Manager,Hospitality,14032.35,Mashreq,178,Salary,Employment Income,2688.33
EMP000765,CUST00765,Employed,Prime LLC,Driver,Logistics,39739.82,Dubai Islamic Bank,164,Salary,Employment Income,3521.76
EMP000766,CUST00766,Employed,Metro Group,Accountant,Education,44178.91,ADCB,131,Salary,Employment Income,12278.37
EMP000767,CUST00767,Self-Employed,Self-Employed,Business Owner,Retail,25314.21,Mashreq,75,Business Income,Business Ownership,6537.88
EMP000768,CUST00768,Employed,Global Holdings,Driver,Healthcare,9910.89,ADCB,35,Salary,Employment Income,3853.43
EMP000769,CUST00769,Employed,Al Noor Holdings,Technician,Technology,44843.19,FAB,27,Salary,Employment Income,18688.02
EMP000770,CUST00770,Employed,Global Holdings,Driver,Hospitality,40596.62,Mashreq,67,Salary,Employment Income,7235.86
EMP000771,CUST00771,Employed,Gulf Group,Business Owner,Healthcare,24663.4,Dubai Islamic Bank,65,Salary,Employment Income,4314.04
EMP000772,CUST00772,Unemployed,,Unemployed,,1554.23,,0,Investment Income,Employment Income,295.38
EMP000773,CUST00773,Student,,Student,Education,5202.0,,0,Family Support,Family Support,702.61
EMP000774,CUST00774,Employed,Metro Holdings,Business Owner,Retail,25746.43,Dubai Islamic Bank,47,Salary,Employment Income,1443.63
EMP000775,CUST00775,Employed,Metro Services,Engineer,Hospitality,19288.48,ADIB,156,Salary,Employment Income,4164.67
EMP000776,CUST00776,Employed,Global Services,Engineer,Healthcare,22797.84,Mashreq,140,Salary,Employment Income,3291.61
EMP000777,CUST00777,Self-Employed,Self-Employed,Business Owner,Healthcare,36610.69,FAB,37,Business Income,Business Ownership,12432.64
EMP000778,CUST00778,Employed,Al Noor Group,Technician,Government,28900.8,ADIB,11,Salary,Employment Income,3306.24
EMP000779,CUST00779,Unemployed,,Unemployed,,2784.94,,0,Business Income,Savings,73.46
EMP000780,CUST00780,Employed,Gulf LLC,Engineer,Real Estate,7307.29,FAB,95,Salary,Employment Income,2901.13
EMP000781,CUST00781,Employed,Global Holdings,Nurse,Education,34704.91,Mashreq,60,Salary,Employment Income,12520.77
EMP000782,CUST00782,Employed,Global Group,Teacher,Real Estate,15380.49,Emirates NBD,10,Salary,Employment Income,5340.01
EMP000783,CUST00783,Employed,Global Trading,Business Owner,Technology,13771.67,ADIB,112,Salary,Employment Income,6011.79
EMP000784,CUST00784,Student,,Student,Education,4185.74,,0,Family Support,Family Support,743.75
EMP000785,CUST00785,Employed,Global Group,Technician,Logistics,23940.45,ADIB,165,Salary,Employment Income,2496.93
EMP000786,CUST00786,Employed,Gulf Trading,Nurse,Banking,41995.42,Dubai Islamic Bank,61,Salary,Employment Income,10655.03
EMP000787,CUST00787,Employed,Metro Services,Manager,Banking,23199.28,Emirates NBD,167,Salary,Employment Income,6229.07
EMP000788,CUST00788,Employed,Metro Group,Teacher,Healthcare,23502.8,ADIB,75,Salary,Employment Income,2514.49
EMP000789,CUST00789,Employed,Metro Services,Engineer,Education,28250.39,ADCB,95,Salary,Employment Income,11413.98
EMP000790,CUST00790,Employed,Emirates LLC,Technician,Education,22491.49,FAB,117,Salary,Employment Income,7192.35
EMP000791,CUST00791,Employed,Global Holdings,Business Owner,Hospitality,44800.07,ADCB,26,Salary,Employment Income,4028.56
EMP000792,CUST00792,Student,,Student,Education,3631.66,,0,Family Support,Family Support,313.76
EMP000793,CUST00793,Employed,Emirates Holdings,Teacher,Real Estate,33149.99,Mashreq,139,Salary,Employment Income,8144.11
EMP000794,CUST00794,Self-Employed,Self-Employed,Business Owner,Construction,62010.43,Emirates NBD,200,Business Income,Business Ownership,27075.96
EMP000795,CUST00795,Employed,Global Holdings,Business Owner,Healthcare,22946.98,FAB,172,Salary,Employment Income,5763.99
EMP000796,CUST00796,Employed,Prime Trading,Manager,Real Estate,22330.03,ADIB,65,Salary,Employment Income,7212.33
EMP000797,CUST00797,Employed,Emirates Trading,Engineer,Hospitality,17953.65,FAB,107,Salary,Employment Income,1480.92
EMP000798,CUST00798,Employed,Global LLC,Software Developer,Education,31271.75,Mashreq,116,Salary,Employment Income,9629.76
EMP000799,CUST00799,Employed,Metro Holdings,Business Owner,Technology,36517.35,ADCB,109,Salary,Employment Income,12726.91
EMP000800,CUST00800,Employed,Metro Group,Software Developer,Education,13217.83,ADIB,86,Salary,Employment Income,5832.46
EMP000801,CUST00801,Employed,Gulf Trading,Business Owner,Hospitality,32874.79,ADIB,115,Salary,Employment Income,3917.58
EMP000802,CUST00802,Unemployed,,Unemployed,,996.57,,0,Salary,Savings,185.0
EMP000803,CUST00803,Employed,Metro LLC,Engineer,Technology,24267.5,ADIB,53,Salary,Employment Income,6117.17
EMP000804,CUST00804,Self-Employed,Self-Employed,Business Owner,Hospitality,30881.59,FAB,202,Business Income,Business Ownership,16428.13
EMP000805,CUST00805,Student,,Student,Education,5389.29,,0,Family Support,Family Support,731.83
EMP000806,CUST00806,Employed,Metro Services,Engineer,Banking,33028.0,Emirates NBD,143,Salary,Employment Income,11138.35
EMP000807,CUST00807,Employed,Gulf Group,Engineer,Government,36348.77,Mashreq,173,Salary,Employment Income,7869.03
EMP000808,CUST00808,Employed,Gulf Group,Technician,Hospitality,11470.4,Dubai Islamic Bank,90,Salary,Employment Income,1067.57
EMP000809,CUST00809,Student,,Student,Education,4836.1,,0,Family Support,Family Support,736.2
EMP000810,CUST00810,Employed,Gulf Trading,Business Owner,Banking,20299.08,Emirates NBD,70,Salary,Employment Income,6139.76
EMP000811,CUST00811,Employed,Emirates Group,Engineer,Construction,32479.98,Mashreq,175,Salary,Employment Income,13314.29
EMP000812,CUST00812,Employed,Global Holdings,Manager,Technology,44014.15,FAB,171,Salary,Employment Income,4463.19
EMP000813,CUST00813,Employed,Gulf Group,Sales Executive,Logistics,25167.25,Emirates NBD,153,Salary,Employment Income,5936.94
EMP000814,CUST00814,Self-Employed,Self-Employed,Business Owner,Healthcare,11028.59,FAB,58,Business Income,Business Ownership,4869.02
EMP000815,CUST00815,Employed,Prime LLC,Driver,Logistics,13512.56,ADIB,126,Salary,Employment Income,3365.74
EMP000816,CUST00816,Employed,Emirates LLC,Driver,Government,41031.22,Mashreq,85,Salary,Employment Income,2840.81
EMP000817,CUST00817,Employed,Global Holdings,Technician,Real Estate,4372.08,Emirates NBD,68,Salary,Employment Income,220.37
EMP000818,CUST00818,Student,,Student,Education,1375.06,,0,Family Support,Family Support,246.26
EMP000819,CUST00819,Employed,Gulf LLC,Sales Executive,Real Estate,39565.51,Dubai Islamic Bank,12,Salary,Employment Income,9596.52
EMP000820,CUST00820,Employed,Global LLC,Software Developer,Logistics,20167.45,ADIB,72,Salary,Employment Income,4836.7
EMP000821,CUST00821,Self-Employed,Self-Employed,Business Owner,Retail,63569.18,Mashreq,36,Business Income,Business Ownership,27831.5
EMP000822,CUST00822,Employed,Al Noor LLC,Manager,Government,35489.91,ADIB,65,Salary,Employment Income,12884.75
EMP000823,CUST00823,Self-Employed,Self-Employed,Business Owner,Hospitality,20735.5,ADCB,105,Business Income,Business Ownership,10753.55
EMP000824,CUST00824,Self-Employed,Self-Employed,Business Owner,Construction,43087.76,FAB,89,Business Income,Business Ownership,14624.35
EMP000825,CUST00825,Self-Employed,Self-Employed,Business Owner,Logistics,63035.58,ADCB,87,Business Income,Business Ownership,26990.75
EMP000826,CUST00826,Employed,Gulf Trading,Technician,Construction,26969.68,Dubai Islamic Bank,179,Salary,Employment Income,3764.94
EMP000827,CUST00827,Employed,Prime Group,Manager,Retail,37279.38,ADCB,177,Salary,Employment Income,7513.7
EMP000828,CUST00828,Employed,Metro Services,Manager,Healthcare,32604.44,Emirates NBD,149,Salary,Employment Income,6779.9
EMP000829,CUST00829,Student,,Student,Education,5582.64,,0,Family Support,Family Support,372.64
EMP000830,CUST00830,Employed,Metro Trading,Software Developer,Hospitality,14482.33,Emirates NBD,164,Salary,Employment Income,4229.74
EMP000831,CUST00831,Employed,Prime Services,Accountant,Banking,40435.63,ADIB,103,Salary,Employment Income,5270.4
EMP000832,CUST00832,Employed,Gulf Group,Sales Executive,Technology,41948.81,FAB,17,Salary,Employment Income,9569.92
EMP000833,CUST00833,Employed,Global Trading,Nurse,Government,34379.64,Emirates NBD,26,Salary,Employment Income,4530.98
EMP000834,CUST00834,Employed,Emirates LLC,Teacher,Real Estate,35371.06,Mashreq,96,Salary,Employment Income,14940.87
EMP000835,CUST00835,Employed,Emirates Holdings,Driver,Real Estate,29772.95,ADIB,142,Salary,Employment Income,6163.8
EMP000836,CUST00836,Employed,Al Noor Group,Nurse,Government,32575.9,Dubai Islamic Bank,152,Salary,Employment Income,10935.43
EMP000837,CUST00837,Employed,Emirates Holdings,Software Developer,Technology,7656.04,Dubai Islamic Bank,156,Salary,Employment Income,3232.22
EMP000838,CUST00838,Employed,Emirates LLC,Accountant,Banking,32855.93,ADIB,35,Salary,Employment Income,9184.95
EMP000839,CUST00839,Employed,Gulf Services,Engineer,Technology,32511.98,Dubai Islamic Bank,149,Salary,Employment Income,4162.0
EMP000840,CUST00840,Self-Employed,Self-Employed,Business Owner,Construction,33503.63,Emirates NBD,69,Business Income,Business Ownership,9902.05
EMP000841,CUST00841,Employed,Gulf Group,Technician,Logistics,25965.52,Emirates NBD,180,Salary,Employment Income,2704.65
EMP000842,CUST00842,Employed,Al Noor Services,Driver,Retail,6763.34,ADIB,154,Salary,Employment Income,1293.67
EMP000843,CUST00843,Employed,Prime Group,Driver,Government,7483.91,Dubai Islamic Bank,43,Salary,Employment Income,838.61
EMP000844,CUST00844,Employed,Emirates Holdings,Driver,Government,18822.78,Mashreq,174,Salary,Employment Income,1135.63
EMP000845,CUST00845,Unemployed,,Unemployed,,1311.54,,0,Salary,Business Ownership,302.09
EMP000846,CUST00846,Employed,Emirates Holdings,Teacher,Healthcare,39660.53,FAB,39,Salary,Employment Income,10599.96
EMP000847,CUST00847,Employed,Gulf Group,Teacher,Hospitality,29111.12,Dubai Islamic Bank,169,Salary,Employment Income,6229.09
EMP000848,CUST00848,Employed,Metro Group,Technician,Education,10422.6,Mashreq,73,Salary,Employment Income,3338.93
EMP000849,CUST00849,Employed,Emirates Holdings,Teacher,Retail,22648.99,Emirates NBD,34,Salary,Employment Income,10180.36
EMP000850,CUST00850,Student,,Student,Education,4629.87,,0,Family Support,Family Support,45.63
EMP000851,CUST00851,Employed,Prime Group,Manager,Education,42319.83,FAB,9,Salary,Employment Income,14764.1
EMP000852,CUST00852,Employed,Gulf Group,Business Owner,Banking,8555.69,Emirates NBD,3,Salary,Employment Income,2351.14
EMP000853,CUST00853,Employed,Prime LLC,Software Developer,Logistics,40475.73,FAB,67,Salary,Employment Income,10111.62
EMP000854,CUST00854,Employed,Metro Holdings,Manager,Technology,12697.96,ADCB,101,Salary,Employment Income,4626.15
EMP000855,CUST00855,Employed,Emirates Services,Teacher,Education,35274.55,Mashreq,116,Salary,Employment Income,5665.12
EMP000856,CUST00856,Employed,Emirates LLC,Software Developer,Construction,43936.74,ADCB,180,Salary,Employment Income,9761.06
EMP000857,CUST00857,Student,,Student,Education,3509.99,,0,Family Support,Family Support,432.52
EMP000858,CUST00858,Employed,Emirates LLC,Nurse,Healthcare,4021.26,Dubai Islamic Bank,166,Salary,Employment Income,1003.28
EMP000859,CUST00859,Employed,Al Noor Services,Sales Executive,Real Estate,16842.13,FAB,5,Salary,Employment Income,2994.47
EMP000860,CUST00860,Employed,Emirates LLC,Accountant,Real Estate,14352.44,Mashreq,167,Salary,Employment Income,3953.65
EMP000861,CUST00861,Employed,Al Noor Holdings,Technician,Logistics,7117.44,ADCB,107,Salary,Employment Income,1431.03
EMP000862,CUST00862,Employed,Al Noor Holdings,Sales Executive,Real Estate,34794.06,Dubai Islamic Bank,26,Salary,Employment Income,7850.71
EMP000863,CUST00863,Employed,Emirates LLC,Manager,Hospitality,44056.33,ADCB,160,Salary,Employment Income,9978.24
EMP000864,CUST00864,Employed,Prime Group,Business Owner,Real Estate,18353.06,ADIB,177,Salary,Employment Income,3460.32
EMP000865,CUST00865,Employed,Gulf Services,Sales Executive,Real Estate,18850.49,Dubai Islamic Bank,67,Salary,Employment Income,8175.0
EMP000866,CUST00866,Employed,Metro LLC,Sales Executive,Technology,36498.48,ADCB,147,Salary,Employment Income,6498.67
EMP000867,CUST00867,Employed,Prime LLC,Nurse,Healthcare,14289.95,Mashreq,166,Salary,Employment Income,1616.54
EMP000868,CUST00868,Employed,Metro LLC,Technician,Hospitality,24811.15,Mashreq,21,Salary,Employment Income,9035.72
EMP000869,CUST00869,Student,,Student,Education,1406.92,,0,Family Support,Family Support,154.28
EMP000870,CUST00870,Employed,Al Noor Group,Technician,Real Estate,25285.14,ADIB,140,Salary,Employment Income,9844.45
EMP000871,CUST00871,Employed,Metro Trading,Accountant,Banking,33949.33,FAB,153,Salary,Employment Income,1864.43
EMP000872,CUST00872,Employed,Prime Services,Manager,Hospitality,34316.99,Dubai Islamic Bank,96,Salary,Employment Income,5619.51
EMP000873,CUST00873,Employed,Metro Services,Nurse,Education,27258.28,ADCB,77,Salary,Employment Income,5819.64
EMP000874,CUST00874,Student,,Student,Education,4696.92,,0,Family Support,Family Support,440.9
EMP000875,CUST00875,Unemployed,,Unemployed,,565.33,,0,Business Income,Business Ownership,159.04
EMP000876,CUST00876,Student,,Student,Education,4873.88,,0,Family Support,Family Support,743.76
EMP000877,CUST00877,Employed,Emirates Group,Software Developer,Logistics,12289.31,FAB,152,Salary,Employment Income,3910.69
EMP000878,CUST00878,Employed,Emirates Holdings,Engineer,Retail,20234.01,Dubai Islamic Bank,106,Salary,Employment Income,8427.28
EMP000879,CUST00879,Employed,Global Group,Technician,Government,26965.75,ADIB,144,Salary,Employment Income,2926.32
EMP000880,CUST00880,Employed,Emirates LLC,Manager,Healthcare,23519.8,Emirates NBD,153,Salary,Employment Income,9943.86
EMP000881,CUST00881,Employed,Metro Services,Manager,Technology,27822.82,Mashreq,9,Salary,Employment Income,7726.05
EMP000882,CUST00882,Employed,Metro Group,Driver,Banking,44826.5,Emirates NBD,178,Salary,Employment Income,13763.28
EMP000883,CUST00883,Employed,Gulf LLC,Engineer,Real Estate,18915.79,Mashreq,43,Salary,Employment Income,8097.13
EMP000884,CUST00884,Student,,Student,Education,4646.67,,0,Family Support,Family Support,902.18
EMP000885,CUST00885,Self-Employed,Self-Employed,Business Owner,Banking,50234.93,Mashreq,162,Business Income,Business Ownership,10252.71
EMP000886,CUST00886,Employed,Prime Group,Engineer,Logistics,42932.46,Dubai Islamic Bank,43,Salary,Employment Income,8082.15
EMP000887,CUST00887,Employed,Metro Group,Sales Executive,Hospitality,4643.69,Mashreq,130,Salary,Employment Income,457.06
EMP000888,CUST00888,Employed,Metro Holdings,Technician,Construction,17099.0,FAB,166,Salary,Employment Income,3014.43
EMP000889,CUST00889,Employed,Metro LLC,Accountant,Government,40050.1,ADIB,131,Salary,Employment Income,6875.13
EMP000890,CUST00890,Employed,Emirates Holdings,Accountant,Hospitality,33185.44,ADCB,103,Salary,Employment Income,6155.66
EMP000891,CUST00891,Employed,Metro Services,Software Developer,Hospitality,9819.34,Emirates NBD,119,Salary,Employment Income,3400.48
EMP000892,CUST00892,Unemployed,,Unemployed,,1047.6,,0,Business Income,Savings,128.46
EMP000893,CUST00893,Employed,Emirates Holdings,Sales Executive,Hospitality,11448.58,Mashreq,143,Salary,Employment Income,1682.17
EMP000894,CUST00894,Employed,Emirates LLC,Business Owner,Hospitality,5151.84,ADCB,118,Salary,Employment Income,1430.49
EMP000895,CUST00895,Self-Employed,Self-Employed,Business Owner,Retail,55567.15,FAB,191,Business Income,Business Ownership,19897.32
EMP000896,CUST00896,Employed,Gulf LLC,Teacher,Banking,13130.49,Mashreq,179,Salary,Employment Income,1666.08
EMP000897,CUST00897,Employed,Al Noor Holdings,Teacher,Banking,43253.08,Mashreq,146,Salary,Employment Income,6674.89
EMP000898,CUST00898,Student,,Student,Education,2020.94,,0,Family Support,Family Support,347.74
EMP000899,CUST00899,Self-Employed,Self-Employed,Business Owner,Retail,55066.42,Mashreq,119,Business Income,Business Ownership,9518.09
EMP000900,CUST00900,Employed,Global LLC,Accountant,Technology,21448.24,Mashreq,126,Salary,Employment Income,4258.71
EMP000901,CUST00901,Student,,Student,Education,3820.61,,0,Family Support,Family Support,343.02
EMP000902,CUST00902,Employed,Al Noor Group,Sales Executive,Banking,41474.56,FAB,166,Salary,Employment Income,13173.8
EMP000903,CUST00903,Employed,Emirates Group,Accountant,Education,40908.33,Emirates NBD,48,Salary,Employment Income,7416.02
EMP000904,CUST00904,Self-Employed,Self-Employed,Business Owner,Real Estate,54171.93,ADIB,134,Business Income,Business Ownership,18778.98
EMP000905,CUST00905,Employed,Al Noor Group,Business Owner,Logistics,26163.76,ADCB,57,Salary,Employment Income,4893.8
EMP000906,CUST00906,Employed,Prime Services,Accountant,Government,34998.95,Emirates NBD,42,Salary,Employment Income,5783.65
EMP000907,CUST00907,Employed,Gulf Group,Accountant,Logistics,36511.81,ADIB,80,Salary,Employment Income,10294.19
EMP000908,CUST00908,Employed,Metro Trading,Manager,Retail,19537.98,Emirates NBD,90,Salary,Employment Income,5941.2
EMP000909,CUST00909,Employed,Gulf Services,Nurse,Banking,43737.48,ADIB,73,Salary,Employment Income,9892.55
EMP000910,CUST00910,Employed,Gulf Group,Driver,Government,5846.59,FAB,11,Salary,Employment Income,2511.61
EMP000911,CUST00911,Employed,Global LLC,Accountant,Technology,9648.94,Dubai Islamic Bank,162,Salary,Employment Income,3113.79
EMP000912,CUST00912,Student,,Student,Education,2922.13,,0,Family Support,Family Support,354.74
EMP000913,CUST00913,Employed,Prime Group,Business Owner,Banking,13921.84,ADIB,60,Salary,Employment Income,5087.1
EMP000914,CUST00914,Employed,Prime Group,Technician,Construction,27059.32,ADCB,80,Salary,Employment Income,5280.03
EMP000915,CUST00915,Self-Employed,Self-Employed,Business Owner,Retail,64727.18,Mashreq,15,Business Income,Business Ownership,21734.73
EMP000916,CUST00916,Employed,Al Noor Services,Nurse,Education,18328.61,ADIB,165,Salary,Employment Income,7309.21
EMP000917,CUST00917,Employed,Prime LLC,Teacher,Real Estate,38021.87,Emirates NBD,13,Salary,Employment Income,12997.87
EMP000918,CUST00918,Employed,Global Holdings,Accountant,Education,12680.47,ADIB,143,Salary,Employment Income,5035.57
EMP000919,CUST00919,Employed,Prime Services,Driver,Retail,34202.36,FAB,5,Salary,Employment Income,11114.74
EMP000920,CUST00920,Employed,Gulf Holdings,Software Developer,Government,34288.36,Mashreq,56,Salary,Employment Income,2722.72
EMP000921,CUST00921,Self-Employed,Self-Employed,Business Owner,Government,67001.72,Emirates NBD,233,Business Income,Business Ownership,18700.18
EMP000922,CUST00922,Employed,Metro Trading,Teacher,Banking,25865.47,ADCB,163,Salary,Employment Income,6937.88
EMP000923,CUST00923,Employed,Emirates Holdings,Sales Executive,Hospitality,8451.86,Emirates NBD,28,Salary,Employment Income,1710.73
EMP000924,CUST00924,Employed,Prime Services,Driver,Logistics,42026.69,ADCB,31,Salary,Employment Income,4703.42
EMP000925,CUST00925,Employed,Emirates LLC,Manager,Real Estate,21289.85,Dubai Islamic Bank,118,Salary,Employment Income,4425.41
EMP000926,CUST00926,Self-Employed,Self-Employed,Business Owner,Real Estate,17193.42,FAB,133,Business Income,Business Ownership,7845.38
EMP000927,CUST00927,Employed,Prime Group,Driver,Banking,42614.54,Dubai Islamic Bank,18,Salary,Employment Income,12884.42
EMP000928,CUST00928,Employed,Prime Trading,Technician,Healthcare,29292.71,ADIB,59,Salary,Employment Income,2513.92
EMP000929,CUST00929,Employed,Prime Trading,Nurse,Construction,24337.47,Mashreq,24,Salary,Employment Income,3797.19
EMP000930,CUST00930,Student,,Student,Education,2262.37,,0,Family Support,Family Support,39.62
