document_verification_id,document_id,customer_id,verification_date,verification_provider,document_authenticity_status,name_match_status,date_of_birth_match_status,expiry_check_status,verification_score,verification_status
DV001556,DOC001556,CUST00778,2024-08-10,Persona,Authentic,Matched,Matched,Valid,91.87,Verified
DV001557,DOC001557,CUST00779,2024-02-27,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.29,Verified
DV001558,DOC001558,CUST00779,2024-07-23,Persona,Authentic,Matched,Matched,Valid,94.76,Verified
DV001559,DOC001559,CUST00780,2026-12-07,Manual Review,Authentic,Matched,Matched,Expired,98.57,Verified
DV001560,DOC001560,CUST00780,2024-07-20,Persona,Authentic,Matched,Matched,Valid,96.95,Verified
DV001561,DOC001561,CUST00781,2024-02-24,Manual Review,Authentic,Matched,Matched,Valid,96.31,Verified
DV001562,DOC001562,CUST00781,2026-04-02,Manual Review,Authentic,Matched,Matched,Valid,80.14,Verified
DV001563,DOC001563,CUST00782,2024-03-16,Onfido,Authentic,Matched,Matched,Valid,94.31,Verified
DV001564,DOC001564,CUST00782,2024-09-27,Persona,Authentic,Matched,Matched,Valid,80.94,Verified
DV001565,DOC001565,CUST00783,2024-10-27,Persona,Authentic,Matched,Matched,Valid,89.62,Verified
DV001566,DOC001566,CUST00783,2025-04-18,Persona,Authentic,Matched,Matched,Valid,87.75,Verified
DV001567,DOC001567,CUST00784,2025-05-11,Internal KYC Engine,Rejected,Review Required,Review Required,Review Required,45.93,Rejected
DV001568,DOC001568,CUST00784,2026-10-02,Internal KYC Engine,Authentic,Matched,Matched,Expired,80.88,Verified
DV001569,DOC001569,CUST00785,2026-04-27,Persona,Authentic,Matched,Matched,Valid,89.2,Verified
DV001570,DOC001570,CUST00785,2025-01-26,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.93,Verified
DV001571,DOC001571,CUST00786,2026-07-02,Onfido,Authentic,Matched,Matched,Valid,87.09,Verified
DV001572,DOC001572,CUST00786,2026-06-24,Persona,Authentic,Matched,Matched,Expired,96.01,Verified
DV001573,DOC001573,CUST00787,2024-12-15,Persona,Authentic,Matched,Matched,Expired,94.79,Verified
DV001574,DOC001574,CUST00787,2025-11-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.0,Verified
DV001575,DOC001575,CUST00788,2025-10-13,Manual Review,Authentic,Matched,Matched,Valid,92.64,Verified
DV001576,DOC001576,CUST00788,2024-03-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,93.52,Verified
DV001577,DOC001577,CUST00789,2024-07-10,Manual Review,Authentic,Matched,Matched,Expired,82.54,Verified
DV001578,DOC001578,CUST00789,2025-03-31,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.36,Verified
DV001579,DOC001579,CUST00790,2025-07-27,Internal KYC Engine,Authentic,Matched,Matched,Expired,94.22,Verified
DV001580,DOC001580,CUST00790,2026-01-22,Persona,Authentic,Matched,Matched,Valid,80.89,Verified
DV001581,DOC001581,CUST00791,2025-09-23,Manual Review,Under Review,Matched,Matched,Review Required,59.03,Pending
DV001582,DOC001582,CUST00791,2024-07-28,Persona,Authentic,Matched,Matched,Valid,99.02,Verified
DV001583,DOC001583,CUST00792,2025-10-22,Onfido,Authentic,Matched,Matched,Expired,98.72,Verified
DV001584,DOC001584,CUST00792,2026-06-28,Onfido,Authentic,Matched,Matched,Valid,83.97,Verified
DV001585,DOC001585,CUST00793,2026-03-16,Onfido,Authentic,Matched,Matched,Valid,86.49,Verified
DV001586,DOC001586,CUST00793,2026-06-15,Manual Review,Authentic,Matched,Matched,Valid,94.87,Verified
DV001587,DOC001587,CUST00794,2024-04-19,Persona,Authentic,Matched,Matched,Expired,92.36,Verified
DV001588,DOC001588,CUST00794,2025-09-11,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.64,Verified
DV001589,DOC001589,CUST00795,2026-11-15,Internal KYC Engine,Authentic,Matched,Matched,Valid,87.14,Verified
DV001590,DOC001590,CUST00795,2026-08-26,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.27,Verified
DV001591,DOC001591,CUST00796,2025-04-19,Manual Review,Authentic,Matched,Matched,Valid,80.49,Verified
DV001592,DOC001592,CUST00796,2026-05-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.51,Verified
DV001593,DOC001593,CUST00797,2024-05-15,Manual Review,Authentic,Matched,Matched,Expired,96.29,Verified
DV001594,DOC001594,CUST00797,2024-10-02,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.36,Verified
DV001595,DOC001595,CUST00798,2026-10-18,Persona,Authentic,Matched,Matched,Expired,89.6,Verified
DV001596,DOC001596,CUST00798,2025-12-28,Manual Review,Authentic,Matched,Matched,Valid,97.37,Verified
DV001597,DOC001597,CUST00799,2024-11-24,Persona,Authentic,Matched,Matched,Valid,87.32,Verified
DV001598,DOC001598,CUST00799,2026-03-16,Persona,Under Review,Review Required,Matched,Review Required,53.03,Pending
DV001599,DOC001599,CUST00800,2024-06-30,Internal KYC Engine,Under Review,Matched,Matched,Review Required,66.38,Pending
DV001600,DOC001600,CUST00800,2025-09-15,Persona,Authentic,Matched,Matched,Valid,91.18,Verified
DV001601,DOC001601,CUST00801,2024-07-04,Manual Review,Under Review,Matched,Matched,Review Required,55.08,Pending
DV001602,DOC001602,CUST00801,2026-02-02,Onfido,Authentic,Matched,Matched,Valid,97.09,Verified
DV001603,DOC001603,CUST00802,2025-06-04,Persona,Authentic,Matched,Matched,Expired,91.0,Verified
DV001604,DOC001604,CUST00802,2026-03-07,Onfido,Authentic,Matched,Matched,Valid,91.66,Verified
DV001605,DOC001605,CUST00803,2025-02-28,Internal KYC Engine,Authentic,Matched,Matched,Valid,98.93,Verified
DV001606,DOC001606,CUST00803,2026-02-26,Manual Review,Authentic,Matched,Matched,Valid,85.83,Verified
DV001607,DOC001607,CUST00804,2026-03-07,Persona,Authentic,Matched,Matched,Valid,94.18,Verified
DV001608,DOC001608,CUST00804,2025-12-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.54,Verified
DV001609,DOC001609,CUST00805,2024-06-17,Manual Review,Authentic,Matched,Matched,Expired,90.9,Verified
DV001610,DOC001610,CUST00805,2024-08-23,Manual Review,Authentic,Matched,Matched,Valid,85.35,Verified
DV001611,DOC001611,CUST00806,2024-01-27,Persona,Under Review,Matched,Review Required,Review Required,50.09,Pending
DV001612,DOC001612,CUST00806,2024-06-06,Onfido,Authentic,Matched,Matched,Valid,97.95,Verified
DV001613,DOC001613,CUST00807,2025-08-10,Onfido,Under Review,Review Required,Matched,Review Required,68.72,Pending
DV001614,DOC001614,CUST00807,2025-09-06,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.56,Verified
DV001615,DOC001615,CUST00808,2024-04-29,Internal KYC Engine,Under Review,Review Required,Review Required,Review Required,70.27,Pending
DV001616,DOC001616,CUST00808,2025-02-20,Manual Review,Authentic,Matched,Matched,Valid,96.35,Verified
DV001617,DOC001617,CUST00809,2024-09-20,Persona,Under Review,Review Required,Review Required,Review Required,50.75,Pending
DV001618,DOC001618,CUST00809,2025-08-14,Persona,Authentic,Matched,Matched,Valid,90.72,Verified
DV001619,DOC001619,CUST00810,2024-02-28,Persona,Authentic,Matched,Matched,Expired,99.42,Verified
DV001620,DOC001620,CUST00810,2025-12-13,Onfido,Authentic,Matched,Matched,Expired,88.5,Verified
DV001621,DOC001621,CUST00811,2026-02-26,Persona,Authentic,Matched,Matched,Valid,91.5,Verified
DV001622,DOC001622,CUST00811,2025-01-21,Manual Review,Authentic,Matched,Matched,Valid,82.33,Verified
DV001623,DOC001623,CUST00812,2026-07-30,Onfido,Authentic,Matched,Matched,Valid,87.54,Verified
DV001624,DOC001624,CUST00812,2026-02-12,Manual Review,Authentic,Matched,Matched,Valid,92.0,Verified
DV001625,DOC001625,CUST00813,2024-06-08,Onfido,Authentic,Matched,Matched,Valid,88.28,Verified
DV001626,DOC001626,CUST00813,2025-10-03,Manual Review,Authentic,Matched,Matched,Valid,82.79,Verified
DV001627,DOC001627,CUST00814,2025-07-23,Persona,Authentic,Matched,Matched,Expired,98.31,Verified
DV001628,DOC001628,CUST00814,2024-03-06,Persona,Authentic,Matched,Matched,Valid,96.23,Verified
DV001629,DOC001629,CUST00815,2024-09-19,Persona,Authentic,Matched,Matched,Expired,95.87,Verified
DV001630,DOC001630,CUST00815,2025-03-26,Internal KYC Engine,Authentic,Matched,Matched,Valid,93.6,Verified
DV001631,DOC001631,CUST00816,2024-03-22,Onfido,Authentic,Matched,Matched,Expired,92.27,Verified
DV001632,DOC001632,CUST00816,2025-03-03,Manual Review,Authentic,Matched,Matched,Valid,97.99,Verified
DV001633,DOC001633,CUST00817,2025-03-28,Manual Review,Authentic,Matched,Matched,Expired,99.44,Verified
DV001634,DOC001634,CUST00817,2024-02-03,Onfido,Authentic,Matched,Matched,Valid,89.76,Verified
DV001635,DOC001635,CUST00818,2025-11-01,Persona,Under Review,Review Required,Review Required,Review Required,67.81,Pending
DV001636,DOC001636,CUST00818,2025-07-19,Manual Review,Authentic,Matched,Matched,Valid,92.71,Verified
DV001637,DOC001637,CUST00819,2025-08-24,Onfido,Authentic,Matched,Matched,Valid,82.41,Verified
DV001638,DOC001638,CUST00819,2025-03-08,Persona,Authentic,Matched,Matched,Valid,92.34,Verified
DV001639,DOC001639,CUST00820,2026-03-20,Internal KYC Engine,Under Review,Review Required,Matched,Review Required,63.28,Pending
DV001640,DOC001640,CUST00820,2025-09-21,Persona,Authentic,Matched,Matched,Valid,88.69,Verified
DV001641,DOC001641,CUST00821,2026-02-24,Persona,Under Review,Review Required,Matched,Review Required,53.19,Pending
DV001642,DOC001642,CUST00821,2024-09-19,Manual Review,Authentic,Matched,Matched,Valid,89.79,Verified
DV001643,DOC001643,CUST00822,2025-12-31,Manual Review,Authentic,Matched,Matched,Valid,84.36,Verified
DV001644,DOC001644,CUST00822,2024-11-19,Persona,Under Review,Review Required,Review Required,Review Required,66.9,Pending
DV001645,DOC001645,CUST00823,2026-06-17,Manual Review,Authentic,Matched,Matched,Expired,89.72,Verified
DV001646,DOC001646,CUST00823,2025-06-22,Onfido,Authentic,Matched,Matched,Valid,97.02,Verified
DV001647,DOC001647,CUST00824,2024-04-02,Onfido,Authentic,Matched,Matched,Expired,85.97,Verified
DV001648,DOC001648,CUST00824,2025-10-24,Onfido,Authentic,Matched,Matched,Valid,84.33,Verified
DV001649,DOC001649,CUST00825,2025-03-02,Internal KYC Engine,Under Review,Matched,Review Required,Review Required,59.95,Pending
DV001650,DOC001650,CUST00825,2025-06-07,Manual Review,Authentic,Matched,Matched,Valid,95.59,Verified
DV001651,DOC001651,CUST00826,2025-01-04,Persona,Authentic,Matched,Matched,Valid,89.62,Verified
DV001652,DOC001652,CUST00826,2025-09-07,Manual Review,Authentic,Matched,Matched,Valid,91.45,Verified
DV001653,DOC001653,CUST00827,2025-04-23,Onfido,Authentic,Matched,Matched,Valid,95.1,Verified
DV001654,DOC001654,CUST00827,2026-01-09,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.05,Verified
DV001655,DOC001655,CUST00828,2024-06-20,Internal KYC Engine,Authentic,Matched,Matched,Expired,87.56,Verified
DV001656,DOC001656,CUST00828,2025-08-21,Persona,Authentic,Matched,Matched,Valid,93.73,Verified
DV001657,DOC001657,CUST00829,2024-07-09,Onfido,Authentic,Matched,Matched,Expired,82.98,Verified
DV001658,DOC001658,CUST00829,2026-07-26,Manual Review,Authentic,Matched,Matched,Valid,85.21,Verified
DV001659,DOC001659,CUST00830,2025-10-10,Persona,Authentic,Matched,Matched,Expired,91.79,Verified
DV001660,DOC001660,CUST00830,2024-01-17,Internal KYC Engine,Authentic,Matched,Matched,Valid,81.27,Verified
DV001661,DOC001661,CUST00831,2025-10-21,Internal KYC Engine,Authentic,Matched,Matched,Expired,80.28,Verified
DV001662,DOC001662,CUST00831,2026-10-11,Manual Review,Authentic,Matched,Matched,Expired,84.88,Verified
DV001663,DOC001663,CUST00832,2026-11-18,Persona,Authentic,Matched,Matched,Valid,88.5,Verified
DV001664,DOC001664,CUST00832,2026-12-18,Internal KYC Engine,Authentic,Matched,Matched,Expired,81.04,Verified
DV001665,DOC001665,CUST00833,2024-05-02,Onfido,Authentic,Matched,Matched,Valid,90.04,Verified
DV001666,DOC001666,CUST00833,2026-09-10,Persona,Authentic,Matched,Matched,Valid,94.46,Verified
DV001667,DOC001667,CUST00834,2025-02-26,Onfido,Authentic,Matched,Matched,Valid,81.72,Verified
DV001668,DOC001668,CUST00834,2024-05-12,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.49,Verified
DV001669,DOC001669,CUST00835,2026-04-24,Persona,Under Review,Matched,Review Required,Review Required,63.96,Pending
DV001670,DOC001670,CUST00835,2024-01-31,Manual Review,Authentic,Matched,Matched,Valid,92.63,Verified
DV001671,DOC001671,CUST00836,2024-06-07,Manual Review,Authentic,Matched,Matched,Expired,95.97,Verified
DV001672,DOC001672,CUST00836,2026-04-10,Internal KYC Engine,Authentic,Matched,Matched,Valid,81.95,Verified
DV001673,DOC001673,CUST00837,2024-09-20,Internal KYC Engine,Authentic,Matched,Matched,Expired,88.46,Verified
DV001674,DOC001674,CUST00837,2024-04-18,Manual Review,Authentic,Matched,Matched,Valid,95.22,Verified
DV001675,DOC001675,CUST00838,2024-01-05,Persona,Authentic,Matched,Matched,Expired,92.85,Verified
DV001676,DOC001676,CUST00838,2025-02-09,Persona,Authentic,Matched,Matched,Valid,97.27,Verified
DV001677,DOC001677,CUST00839,2024-05-27,Internal KYC Engine,Authentic,Matched,Matched,Expired,98.49,Verified
DV001678,DOC001678,CUST00839,2025-01-02,Persona,Authentic,Matched,Matched,Valid,98.84,Verified
DV001679,DOC001679,CUST00840,2024-03-09,Onfido,Authentic,Matched,Matched,Expired,80.24,Verified
DV001680,DOC001680,CUST00840,2024-04-21,Persona,Authentic,Matched,Matched,Valid,83.69,Verified
DV001681,DOC001681,CUST00841,2026-06-03,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.18,Verified
DV001682,DOC001682,CUST00841,2025-11-17,Onfido,Authentic,Matched,Matched,Valid,99.54,Verified
DV001683,DOC001683,CUST00842,2024-10-09,Persona,Authentic,Matched,Matched,Valid,93.51,Verified
DV001684,DOC001684,CUST00842,2024-07-14,Onfido,Authentic,Matched,Matched,Valid,85.77,Verified
DV001685,DOC001685,CUST00843,2026-04-17,Manual Review,Under Review,Review Required,Matched,Review Required,50.79,Pending
DV001686,DOC001686,CUST00843,2025-10-07,Onfido,Authentic,Matched,Matched,Valid,80.73,Verified
DV001687,DOC001687,CUST00844,2024-10-17,Onfido,Authentic,Matched,Matched,Expired,85.12,Verified
DV001688,DOC001688,CUST00844,2026-04-02,Manual Review,Authentic,Matched,Matched,Valid,81.91,Verified
DV001689,DOC001689,CUST00845,2025-02-25,Persona,Authentic,Matched,Matched,Valid,97.86,Verified
DV001690,DOC001690,CUST00845,2024-10-06,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.57,Verified
DV001691,DOC001691,CUST00846,2025-10-16,Persona,Authentic,Matched,Matched,Valid,80.75,Verified
DV001692,DOC001692,CUST00846,2024-10-13,Onfido,Suspicious,Mismatch,Mismatch,Expired,24.53,Rejected
DV001693,DOC001693,CUST00847,2024-04-04,Onfido,Authentic,Matched,Matched,Expired,81.91,Verified
DV001694,DOC001694,CUST00847,2025-03-01,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.28,Verified
DV001695,DOC001695,CUST00848,2025-03-04,Persona,Authentic,Matched,Matched,Valid,90.68,Verified
DV001696,DOC001696,CUST00848,2025-01-29,Persona,Authentic,Matched,Matched,Valid,91.52,Verified
DV001697,DOC001697,CUST00849,2026-01-14,Persona,Authentic,Matched,Matched,Valid,92.83,Verified
DV001698,DOC001698,CUST00849,2024-08-27,Persona,Authentic,Matched,Matched,Valid,90.34,Verified
DV001699,DOC001699,CUST00850,2025-06-04,Internal KYC Engine,Authentic,Matched,Matched,Expired,83.17,Verified
DV001700,DOC001700,CUST00850,2026-04-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.65,Verified
DV001701,DOC001701,CUST00851,2025-03-19,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.67,Verified
DV001702,DOC001702,CUST00851,2026-03-29,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.71,Verified
DV001703,DOC001703,CUST00852,2025-09-02,Manual Review,Authentic,Matched,Matched,Expired,95.45,Verified
DV001704,DOC001704,CUST00852,2024-01-11,Persona,Authentic,Matched,Matched,Valid,88.56,Verified
DV001705,DOC001705,CUST00853,2026-11-14,Manual Review,Authentic,Matched,Matched,Valid,85.27,Verified
DV001706,DOC001706,CUST00853,2025-07-02,Persona,Authentic,Matched,Matched,Valid,88.59,Verified
DV001707,DOC001707,CUST00854,2025-12-31,Persona,Authentic,Matched,Matched,Expired,94.91,Verified
DV001708,DOC001708,CUST00854,2026-07-18,Manual Review,Authentic,Matched,Matched,Valid,88.75,Verified
DV001709,DOC001709,CUST00855,2025-05-11,Internal KYC Engine,Authentic,Matched,Matched,Expired,92.5,Verified
DV001710,DOC001710,CUST00855,2026-01-08,Persona,Authentic,Matched,Matched,Valid,93.24,Verified
DV001711,DOC001711,CUST00856,2024-07-07,Internal KYC Engine,Under Review,Review Required,Matched,Review Required,60.33,Pending
DV001712,DOC001712,CUST00856,2026-02-24,Manual Review,Authentic,Matched,Matched,Valid,93.77,Verified
DV001713,DOC001713,CUST00857,2025-11-11,Onfido,Authentic,Matched,Matched,Valid,87.42,Verified
DV001714,DOC001714,CUST00857,2026-03-09,Persona,Authentic,Matched,Matched,Valid,85.35,Verified
DV001715,DOC001715,CUST00858,2025-05-19,Onfido,Authentic,Matched,Matched,Valid,87.39,Verified
DV001716,DOC001716,CUST00858,2026-05-03,Manual Review,Authentic,Matched,Matched,Valid,92.39,Verified
DV001717,DOC001717,CUST00859,2025-06-29,Manual Review,Authentic,Matched,Matched,Expired,86.0,Verified
DV001718,DOC001718,CUST00859,2026-01-26,Persona,Authentic,Matched,Matched,Valid,95.66,Verified
DV001719,DOC001719,CUST00860,2026-01-29,Persona,Authentic,Matched,Matched,Expired,84.98,Verified
DV001720,DOC001720,CUST00860,2026-06-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.77,Verified
DV001721,DOC001721,CUST00861,2026-03-17,Manual Review,Authentic,Matched,Matched,Valid,98.48,Verified
DV001722,DOC001722,CUST00861,2025-04-22,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.39,Verified
DV001723,DOC001723,CUST00862,2026-04-15,Persona,Authentic,Matched,Matched,Expired,84.17,Verified
DV001724,DOC001724,CUST00862,2025-11-25,Persona,Authentic,Matched,Matched,Valid,95.24,Verified
DV001725,DOC001725,CUST00863,2025-02-18,Manual Review,Authentic,Matched,Matched,Expired,83.08,Verified
DV001726,DOC001726,CUST00863,2024-11-04,Internal KYC Engine,Authentic,Matched,Matched,Valid,89.88,Verified
DV001727,DOC001727,CUST00864,2026-08-30,Onfido,Authentic,Matched,Matched,Expired,82.07,Verified
DV001728,DOC001728,CUST00864,2026-07-26,Manual Review,Authentic,Matched,Matched,Valid,83.13,Verified
DV001729,DOC001729,CUST00865,2025-04-04,Internal KYC Engine,Authentic,Matched,Matched,Expired,99.02,Verified
DV001730,DOC001730,CUST00865,2025-08-09,Manual Review,Authentic,Matched,Matched,Valid,85.43,Verified
DV001731,DOC001731,CUST00866,2026-10-21,Manual Review,Authentic,Matched,Matched,Valid,90.97,Verified
DV001732,DOC001732,CUST00866,2024-02-23,Manual Review,Authentic,Matched,Matched,Valid,84.93,Verified
DV001733,DOC001733,CUST00867,2026-03-16,Persona,Authentic,Matched,Matched,Expired,95.7,Verified
DV001734,DOC001734,CUST00867,2025-04-29,Onfido,Under Review,Review Required,Review Required,Review Required,67.12,Pending
DV001735,DOC001735,CUST00868,2025-12-26,Persona,Authentic,Matched,Matched,Valid,88.31,Verified
DV001736,DOC001736,CUST00868,2026-10-21,Onfido,Authentic,Matched,Matched,Valid,93.48,Verified
DV001737,DOC001737,CUST00869,2026-11-21,Persona,Authentic,Matched,Matched,Expired,82.03,Verified
DV001738,DOC001738,CUST00869,2024-06-30,Onfido,Authentic,Matched,Matched,Valid,93.89,Verified
DV001739,DOC001739,CUST00870,2026-10-15,Persona,Authentic,Matched,Matched,Expired,84.9,Verified
DV001740,DOC001740,CUST00870,2026-02-16,Onfido,Authentic,Matched,Matched,Valid,89.48,Verified
DV001741,DOC001741,CUST00871,2024-12-06,Onfido,Authentic,Matched,Matched,Valid,89.43,Verified
DV001742,DOC001742,CUST00871,2025-07-14,Manual Review,Authentic,Matched,Matched,Valid,98.86,Verified
DV001743,DOC001743,CUST00872,2024-02-09,Persona,Authentic,Matched,Matched,Expired,96.29,Verified
DV001744,DOC001744,CUST00872,2025-07-17,Persona,Authentic,Matched,Matched,Valid,87.73,Verified
DV001745,DOC001745,CUST00873,2024-09-07,Internal KYC Engine,Authentic,Matched,Matched,Expired,82.36,Verified
DV001746,DOC001746,CUST00873,2025-09-01,Manual Review,Under Review,Review Required,Matched,Review Required,67.17,Pending
DV001747,DOC001747,CUST00874,2025-10-24,Internal KYC Engine,Authentic,Matched,Matched,Valid,87.94,Verified
DV001748,DOC001748,CUST00874,2024-12-02,Manual Review,Authentic,Matched,Matched,Valid,96.77,Verified
DV001749,DOC001749,CUST00875,2025-08-30,Internal KYC Engine,Authentic,Matched,Matched,Expired,96.85,Verified
DV001750,DOC001750,CUST00875,2025-02-24,Persona,Authentic,Matched,Matched,Valid,95.01,Verified
DV001751,DOC001751,CUST00876,2026-07-31,Persona,Authentic,Matched,Matched,Valid,91.96,Verified
DV001752,DOC001752,CUST00876,2025-09-07,Onfido,Authentic,Matched,Matched,Valid,94.96,Verified
DV001753,DOC001753,CUST00877,2025-06-21,Onfido,Authentic,Matched,Matched,Valid,84.3,Verified
DV001754,DOC001754,CUST00877,2024-08-12,Persona,Authentic,Matched,Matched,Valid,99.87,Verified
DV001755,DOC001755,CUST00878,2026-02-23,Internal KYC Engine,Authentic,Matched,Matched,Expired,92.84,Verified
DV001756,DOC001756,CUST00878,2024-06-30,Manual Review,Authentic,Matched,Matched,Valid,91.34,Verified
DV001757,DOC001757,CUST00879,2024-02-22,Manual Review,Authentic,Matched,Matched,Expired,89.03,Verified
DV001758,DOC001758,CUST00879,2025-04-04,Persona,Authentic,Matched,Matched,Valid,93.64,Verified
DV001759,DOC001759,CUST00880,2024-08-15,Onfido,Authentic,Matched,Matched,Expired,86.57,Verified
DV001760,DOC001760,CUST00880,2026-03-08,Onfido,Authentic,Matched,Matched,Valid,82.1,Verified
DV001761,DOC001761,CUST00881,2024-02-26,Onfido,Under Review,Matched,Review Required,Review Required,72.77,Pending
DV001762,DOC001762,CUST00881,2025-07-11,Onfido,Under Review,Review Required,Matched,Review Required,66.46,Pending
DV001763,DOC001763,CUST00882,2024-06-15,Persona,Authentic,Matched,Matched,Expired,95.23,Verified
DV001764,DOC001764,CUST00882,2025-07-10,Persona,Under Review,Matched,Matched,Review Required,57.89,Pending
DV001765,DOC001765,CUST00883,2025-02-24,Internal KYC Engine,Under Review,Review Required,Review Required,Review Required,74.16,Pending
DV001766,DOC001766,CUST00883,2024-07-24,Internal KYC Engine,Authentic,Matched,Matched,Valid,90.67,Verified
DV001767,DOC001767,CUST00884,2025-06-27,Onfido,Authentic,Matched,Matched,Expired,80.91,Verified
DV001768,DOC001768,CUST00884,2026-10-07,Persona,Under Review,Matched,Matched,Review Required,75.08,Pending
DV001769,DOC001769,CUST00885,2025-05-29,Onfido,Authentic,Matched,Matched,Valid,80.75,Verified
DV001770,DOC001770,CUST00885,2024-01-22,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.07,Verified
DV001771,DOC001771,CUST00886,2024-06-19,Onfido,Authentic,Matched,Matched,Expired,91.57,Verified
DV001772,DOC001772,CUST00886,2025-09-30,Persona,Authentic,Matched,Matched,Valid,80.95,Verified
DV001773,DOC001773,CUST00887,2024-03-20,Persona,Authentic,Matched,Matched,Valid,97.87,Verified
DV001774,DOC001774,CUST00887,2026-04-07,Onfido,Under Review,Review Required,Review Required,Review Required,76.85,Pending
DV001775,DOC001775,CUST00888,2024-05-28,Onfido,Authentic,Matched,Matched,Valid,94.96,Verified
DV001776,DOC001776,CUST00888,2024-10-22,Onfido,Authentic,Matched,Matched,Valid,84.93,Verified
DV001777,DOC001777,CUST00889,2025-02-14,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.1,Verified
DV001778,DOC001778,CUST00889,2025-11-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,90.04,Verified
DV001779,DOC001779,CUST00890,2024-11-15,Onfido,Authentic,Matched,Matched,Expired,91.07,Verified
DV001780,DOC001780,CUST00890,2025-02-08,Onfido,Authentic,Matched,Matched,Valid,84.19,Verified
DV001781,DOC001781,CUST00891,2026-09-06,Onfido,Authentic,Matched,Matched,Expired,88.51,Verified
DV001782,DOC001782,CUST00891,2024-07-23,Persona,Authentic,Matched,Matched,Valid,89.71,Verified
DV001783,DOC001783,CUST00892,2026-02-21,Onfido,Authentic,Matched,Matched,Valid,98.42,Verified
DV001784,DOC001784,CUST00892,2026-09-11,Onfido,Authentic,Matched,Matched,Valid,81.6,Verified
DV001785,DOC001785,CUST00893,2024-06-25,Manual Review,Authentic,Matched,Matched,Valid,97.1,Verified
DV001786,DOC001786,CUST00893,2024-10-03,Onfido,Authentic,Matched,Matched,Valid,82.32,Verified
DV001787,DOC001787,CUST00894,2025-09-25,Onfido,Authentic,Matched,Matched,Valid,91.66,Verified
DV001788,DOC001788,CUST00894,2025-09-13,Manual Review,Authentic,Matched,Matched,Valid,99.93,Verified
DV001789,DOC001789,CUST00895,2024-01-09,Persona,Authentic,Matched,Matched,Expired,93.38,Verified
DV001790,DOC001790,CUST00895,2026-12-02,Onfido,Authentic,Matched,Matched,Valid,99.41,Verified
DV001791,DOC001791,CUST00896,2024-09-01,Persona,Authentic,Matched,Matched,Expired,85.79,Verified
DV001792,DOC001792,CUST00896,2026-07-29,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.81,Verified
DV001793,DOC001793,CUST00897,2026-09-19,Onfido,Authentic,Matched,Matched,Expired,86.34,Verified
DV001794,DOC001794,CUST00897,2025-03-12,Manual Review,Authentic,Matched,Matched,Valid,95.45,Verified
DV001795,DOC001795,CUST00898,2026-11-10,Internal KYC Engine,Authentic,Matched,Matched,Expired,89.53,Verified
DV001796,DOC001796,CUST00898,2025-08-26,Manual Review,Authentic,Matched,Matched,Valid,89.82,Verified
DV001797,DOC001797,CUST00899,2024-05-26,Persona,Authentic,Matched,Matched,Expired,83.75,Verified
DV001798,DOC001798,CUST00899,2024-06-12,Onfido,Authentic,Matched,Matched,Valid,91.08,Verified
DV001799,DOC001799,CUST00900,2026-10-19,Internal KYC Engine,Authentic,Matched,Matched,Expired,98.36,Verified
DV001800,DOC001800,CUST00900,2024-08-15,Manual Review,Authentic,Matched,Matched,Valid,92.29,Verified
DV001801,DOC001801,CUST00901,2025-08-09,Persona,Authentic,Matched,Matched,Expired,82.44,Verified
DV001802,DOC001802,CUST00901,2024-11-06,Onfido,Authentic,Matched,Matched,Valid,84.99,Verified
DV001803,DOC001803,CUST00902,2024-04-08,Onfido,Authentic,Matched,Matched,Expired,86.97,Verified
DV001804,DOC001804,CUST00902,2024-06-17,Internal KYC Engine,Authentic,Matched,Matched,Expired,94.2,Verified
DV001805,DOC001805,CUST00903,2024-04-15,Manual Review,Authentic,Matched,Matched,Expired,84.36,Verified
DV001806,DOC001806,CUST00903,2026-06-06,Persona,Authentic,Matched,Matched,Valid,91.94,Verified
