application_id,customer_id,product_type,application_date,application_channel,application_status,requested_amount,approved_amount,approved_limit,rejection_reason,decision_date
APP000937,CUST00457,Wallet,2026-03-22,Agent,Approved,,,,,2026-04-05
APP000938,CUST00457,Account,2026-06-13,Web,Approved,,,,,2026-06-23
APP000939,CUST00458,Wallet,2024-10-06,Branch,Approved,,,,,2024-10-09
APP000940,CUST00458,Remittance,2024-04-02,Agent,Approved,,,,,2024-04-05
APP000941,CUST00458,Wallet,2026-05-27,Branch,Approved,,,,,2026-06-09
APP000942,CUST00458,Remittance,2024-05-04,Agent,Pending,,,,,2024-05-17
APP000943,CUST00459,Card,2024-12-05,Mobile App,Approved,82482.29,,46122.49,,2024-12-15
APP000944,CUST00459,Loan,2024-01-27,Web,Approved,124810.59,112251.45,,,2024-02-05
APP000945,CUST00459,Loan,2024-05-13,Agent,Approved,72643.32,44620.25,,,2024-05-24
APP000946,CUST00460,Loan,2024-07-15,Agent,Rejected,24400.74,,,Low credit score,2024-07-18
APP000947,CUST00460,Account,2026-11-17,Web,Pending,,,,,2026-12-01
APP000948,CUST00461,Remittance,2025-04-06,Web,Approved,,,,,2025-04-11
APP000949,CUST00462,Card,2026-05-05,Mobile App,Approved,77246.89,,48348.58,,2026-05-09
APP000950,CUST00463,Card,2024-04-12,Agent,Approved,104075.78,,33475.3,,2024-04-18
APP000951,CUST00464,Account,2026-12-08,Branch,Submitted,,,,,2026-12-12
APP000952,CUST00465,Remittance,2026-01-03,Branch,Approved,,,,,2026-01-15
APP000953,CUST00466,Loan,2025-06-10,Branch,Approved,117110.07,106361.18,,,2025-06-11
APP000954,CUST00467,Remittance,2025-09-08,Web,Approved,,,,,2025-09-20
APP000955,CUST00467,Wallet,2026-01-31,Branch,Approved,,,,,2026-02-06
APP000956,CUST00467,Account,2024-06-26,Web,Approved,,,,,2024-07-05
APP000957,CUST00467,Wallet,2024-07-19,Branch,Approved,,,,,2024-07-31
APP000958,CUST00468,Account,2025-08-24,Web,Rejected,,,,,2025-08-27
APP000959,CUST00468,Account,2025-04-29,Branch,Approved,,,,,2025-05-10
APP000960,CUST00468,Account,2026-07-29,Web,Rejected,,,,,2026-08-03
APP000961,CUST00468,Loan,2026-04-20,Branch,Approved,3516.3,2501.14,,,2026-05-04
APP000962,CUST00469,Remittance,2024-02-17,Branch,Approved,,,,,2024-03-01
APP000963,CUST00469,Loan,2026-12-24,Web,Approved,58836.02,42010.3,,,2026-12-31
APP000964,CUST00469,Account,2024-12-11,Mobile App,Approved,,,,,2024-12-13
APP000965,CUST00470,Remittance,2024-11-25,Mobile App,Approved,,,,,2024-11-28
APP000966,CUST00470,Wallet,2026-10-29,Agent,Approved,,,,,2026-11-03
APP000967,CUST00470,Card,2025-05-16,Branch,Rejected,144359.69,,,KYC not approved,2025-05-23
APP000968,CUST00470,Remittance,2026-03-10,Agent,Approved,,,,,2026-03-21
APP000969,CUST00471,Wallet,2024-04-09,Web,Rejected,,,,,2024-04-14
APP000970,CUST00471,Card,2025-10-16,Branch,Approved,131235.37,,44543.88,,2025-10-23
APP000971,CUST00471,Wallet,2026-07-27,Branch,Approved,,,,,2026-08-07
APP000972,CUST00472,Remittance,2026-04-06,Mobile App,Approved,,,,,2026-04-20
APP000973,CUST00472,Remittance,2026-03-09,Web,Rejected,,,,,2026-03-17
APP000974,CUST00472,Remittance,2024-10-25,Agent,Approved,,,,,2024-10-29
APP000975,CUST00473,Remittance,2026-08-29,Mobile App,Approved,,,,,2026-09-03
APP000976,CUST00473,Loan,2024-09-07,Agent,Approved,133400.52,129149.63,,,2024-09-13
APP000977,CUST00473,Loan,2025-10-08,Web,Rejected,62093.46,,,Low credit score,2025-10-15
APP000978,CUST00474,Remittance,2025-11-27,Agent,Approved,,,,,2025-11-29
APP000979,CUST00475,Wallet,2026-05-15,Agent,Approved,,,,,2026-05-22
APP000980,CUST00476,Account,2025-04-06,Branch,Approved,,,,,2025-04-09
APP000981,CUST00476,Account,2026-04-12,Branch,Rejected,,,,,2026-04-16
APP000982,CUST00477,Loan,2024-12-18,Web,Approved,49387.1,36440.98,,,2024-12-21
APP000983,CUST00478,Account,2025-08-05,Branch,Approved,,,,,2025-08-16
APP000984,CUST00478,Wallet,2026-10-20,Web,Rejected,,,,,2026-10-24
APP000985,CUST00478,Loan,2024-04-24,Agent,Pending,143470.41,,,,2024-05-03
APP000986,CUST00478,Loan,2026-02-23,Branch,Rejected,9632.7,,,High debt burden ratio,2026-02-28
APP000987,CUST00479,Remittance,2024-07-23,Branch,Approved,,,,,2024-08-04
APP000988,CUST00480,Account,2024-04-23,Mobile App,Approved,,,,,2024-04-30
APP000989,CUST00480,Account,2025-09-30,Agent,Approved,,,,,2025-10-09
APP000990,CUST00480,Loan,2024-01-13,Agent,Rejected,101268.92,,,Incomplete documents,2024-01-27
APP000991,CUST00480,Loan,2025-09-18,Web,Approved,125997.42,85865.37,,,2025-09-25
APP000992,CUST00481,Remittance,2024-09-23,Agent,Approved,,,,,2024-09-30
APP000993,CUST00481,Card,2024-10-21,Mobile App,Approved,137600.16,,107875.28,,2024-10-24
APP000994,CUST00482,Loan,2026-03-04,Web,Approved,52484.46,40628.11,,,2026-03-12
APP000995,CUST00482,Account,2024-04-24,Mobile App,Approved,,,,,2024-05-05
APP000996,CUST00483,Card,2026-10-16,Web,Approved,114391.21,,87341.78,,2026-10-27
APP000997,CUST00483,Loan,2026-02-03,Agent,Approved,63583.59,62122.81,,,2026-02-11
APP000998,CUST00483,Loan,2025-12-23,Mobile App,Approved,112266.49,110326.45,,,2026-01-03
APP000999,CUST00483,Loan,2025-06-06,Mobile App,Submitted,25993.98,,,,2025-06-13
APP001000,CUST00484,Card,2025-02-04,Branch,Approved,137498.04,,89753.89,,2025-02-18
APP001001,CUST00484,Loan,2024-12-22,Agent,Approved,41596.03,41346.22,,,2024-12-30
APP001002,CUST00484,Remittance,2025-01-11,Mobile App,Approved,,,,,2025-01-16
APP001003,CUST00484,Wallet,2025-11-27,Mobile App,Rejected,,,,,2025-12-05
APP001004,CUST00485,Card,2025-02-21,Web,Approved,114877.19,,62671.66,,2025-02-22
APP001005,CUST00485,Card,2024-08-25,Branch,Approved,115339.3,,90508.93,,2024-08-26
APP001006,CUST00485,Card,2025-05-23,Branch,Approved,125736.64,,40253.24,,2025-06-05
APP001007,CUST00485,Wallet,2025-02-12,Mobile App,Approved,,,,,2025-02-19
APP001008,CUST00486,Loan,2025-01-09,Agent,Approved,93821.62,91953.93,,,2025-01-15
APP001009,CUST00486,Account,2024-06-26,Web,Pending,,,,,2024-07-10
APP001010,CUST00487,Account,2026-06-21,Agent,Rejected,,,,,2026-06-30
APP001011,CUST00488,Wallet,2025-06-13,Branch,Pending,,,,,2025-06-18
APP001012,CUST00489,Loan,2024-06-01,Web,Approved,96481.45,95947.25,,,2024-06-03
APP001013,CUST00490,Loan,2025-02-15,Mobile App,Approved,80347.3,54437.55,,,2025-02-22
APP001014,CUST00490,Wallet,2025-08-18,Mobile App,Rejected,,,,,2025-08-31
APP001015,CUST00490,Account,2024-01-13,Agent,Approved,,,,,2024-01-24
APP001016,CUST00491,Account,2026-12-06,Branch,Approved,,,,,2026-12-14
APP001017,CUST00491,Account,2025-06-02,Mobile App,Approved,,,,,2025-06-16
APP001018,CUST00491,Card,2025-09-06,Web,Approved,38842.46,,20582.63,,2025-09-20
APP001019,CUST00492,Account,2024-10-18,Web,Approved,,,,,2024-10-30
APP001020,CUST00492,Remittance,2025-07-30,Branch,Rejected,,,,,2025-08-13
APP001021,CUST00493,Remittance,2024-02-17,Agent,Approved,,,,,2024-02-29
APP001022,CUST00493,Card,2024-05-07,Web,Rejected,89943.03,,,Insufficient income,2024-05-13
APP001023,CUST00494,Remittance,2025-12-23,Web,Approved,,,,,2025-12-31
APP001024,CUST00494,Remittance,2026-01-23,Agent,Approved,,,,,2026-01-30
APP001025,CUST00495,Card,2024-04-06,Web,Approved,23326.28,,17688.41,,2024-04-13
APP001026,CUST00496,Account,2026-06-10,Agent,Approved,,,,,2026-06-12
APP001027,CUST00496,Card,2025-02-07,Branch,Rejected,32203.12,,,Insufficient income,2025-02-21
APP001028,CUST00496,Loan,2025-05-26,Mobile App,Approved,115319.51,84571.9,,,2025-05-27
APP001029,CUST00497,Remittance,2024-03-10,Branch,Rejected,,,,,2024-03-14
APP001030,CUST00497,Card,2024-09-01,Web,Rejected,65975.79,,,Insufficient income,2024-09-04
APP001031,CUST00497,Remittance,2026-04-09,Web,Approved,,,,,2026-04-23
APP001032,CUST00498,Card,2025-05-05,Mobile App,Approved,68683.92,,47200.03,,2025-05-08
APP001033,CUST00499,Remittance,2026-09-25,Mobile App,Approved,,,,,2026-09-28
APP001034,CUST00499,Card,2026-12-31,Agent,Approved,58844.3,,23153.83,,2027-01-10
APP001035,CUST00499,Card,2026-11-12,Branch,Approved,23877.21,,10175.17,,2026-11-19
APP001036,CUST00500,Remittance,2025-04-22,Mobile App,Approved,,,,,2025-05-03
APP001037,CUST00500,Loan,2026-03-26,Agent,Approved,106164.75,83981.67,,,2026-03-27
APP001038,CUST00500,Wallet,2026-06-12,Web,Approved,,,,,2026-06-17
APP001039,CUST00501,Remittance,2025-04-07,Agent,Approved,,,,,2025-04-18
APP001040,CUST00501,Wallet,2026-04-12,Branch,Approved,,,,,2026-04-14
APP001041,CUST00502,Loan,2025-02-27,Mobile App,Approved,5776.57,5034.62,,,2025-03-01
APP001042,CUST00502,Wallet,2025-05-11,Mobile App,Approved,,,,,2025-05-15
APP001043,CUST00502,Card,2025-01-23,Web,Submitted,133896.4,,,,2025-01-31
APP001044,CUST00503,Remittance,2026-06-22,Mobile App,Approved,,,,,2026-06-23
APP001045,CUST00503,Loan,2024-03-27,Web,Approved,7211.36,6416.84,,,2024-04-01
APP001046,CUST00504,Card,2026-11-05,Branch,Approved,53482.99,,30144.39,,2026-11-06
APP001047,CUST00505,Account,2025-11-07,Mobile App,Approved,,,,,2025-11-09
APP001048,CUST00506,Account,2025-04-01,Mobile App,Approved,,,,,2025-04-03
APP001049,CUST00506,Remittance,2025-05-19,Branch,Approved,,,,,2025-05-27
APP001050,CUST00507,Card,2025-02-01,Agent,Rejected,112267.45,,,Incomplete documents,2025-02-08
APP001051,CUST00507,Loan,2026-05-27,Web,Rejected,61686.5,,,High debt burden ratio,2026-06-06
APP001052,CUST00508,Wallet,2026-09-26,Web,Approved,,,,,2026-09-27
APP001053,CUST00509,Loan,2026-10-08,Branch,Approved,66581.05,65807.54,,,2026-10-12
APP001054,CUST00509,Wallet,2026-12-10,Branch,Approved,,,,,2026-12-13
APP001055,CUST00509,Loan,2024-03-03,Branch,Approved,135255.64,122083.13,,,2024-03-16
APP001056,CUST00510,Account,2025-05-18,Agent,Approved,,,,,2025-05-27
APP001057,CUST00511,Card,2024-07-18,Mobile App,Submitted,42175.87,,,,2024-08-01
APP001058,CUST00511,Remittance,2025-07-30,Branch,Approved,,,,,2025-08-07
APP001059,CUST00512,Account,2026-11-12,Agent,Approved,,,,,2026-11-14
APP001060,CUST00512,Wallet,2024-02-28,Branch,Approved,,,,,2024-03-07
APP001061,CUST00512,Card,2025-04-14,Agent,Approved,109835.14,,63290.31,,2025-04-20
APP001062,CUST00513,Loan,2024-01-19,Agent,Rejected,129676.03,,,Incomplete documents,2024-01-22
APP001063,CUST00513,Wallet,2026-11-20,Branch,Approved,,,,,2026-11-27
APP001064,CUST00514,Account,2025-09-06,Web,Approved,,,,,2025-09-17
APP001065,CUST00515,Account,2024-01-17,Web,Rejected,,,,,2024-01-23
APP001066,CUST00515,Loan,2025-04-18,Agent,Approved,119144.37,101534.84,,,2025-04-30
APP001067,CUST00515,Loan,2026-10-26,Agent,Submitted,117762.13,,,,2026-11-08
APP001068,CUST00516,Account,2024-05-06,Branch,Approved,,,,,2024-05-17
APP001069,CUST00516,Remittance,2025-12-13,Web,Rejected,,,,,2025-12-23
APP001070,CUST00517,Card,2025-06-20,Branch,Approved,45189.55,,13707.26,,2025-06-28
APP001071,CUST00517,Remittance,2024-12-20,Web,Pending,,,,,2024-12-29
APP001072,CUST00518,Wallet,2025-12-10,Agent,Approved,,,,,2025-12-18
APP001073,CUST00519,Loan,2025-06-10,Mobile App,Approved,12631.21,12294.73,,,2025-06-24
APP001074,CUST00519,Loan,2025-10-22,Agent,Approved,12193.02,7821.66,,,2025-10-30
APP001075,CUST00519,Remittance,2024-08-30,Agent,Submitted,,,,,2024-09-06
APP001076,CUST00520,Card,2026-04-22,Mobile App,Rejected,127050.26,,,KYC not approved,2026-04-26
APP001077,CUST00521,Remittance,2026-10-06,Branch,Approved,,,,,2026-10-13
APP001078,CUST00522,Remittance,2026-09-11,Agent,Approved,,,,,2026-09-18
APP001079,CUST00522,Loan,2025-03-13,Mobile App,Approved,117500.27,80789.39,,,2025-03-16
APP001080,CUST00522,Wallet,2024-12-06,Agent,Approved,,,,,2024-12-15
APP001081,CUST00523,Remittance,2026-09-15,Branch,Approved,,,,,2026-09-24
APP001082,CUST00524,Wallet,2025-12-13,Agent,Pending,,,,,2025-12-23
APP001083,CUST00524,Account,2025-02-20,Agent,Approved,,,,,2025-02-28
APP001084,CUST00524,Card,2026-12-27,Agent,Approved,11561.92,,4299.87,,2026-12-31
APP001085,CUST00525,Remittance,2026-05-07,Web,Submitted,,,,,2026-05-10
APP001086,CUST00526,Account,2026-11-09,Web,Submitted,,,,,2026-11-17
APP001087,CUST00527,Loan,2025-01-10,Agent,Pending,30946.91,,,,2025-01-23
APP001088,CUST00528,Account,2024-07-19,Branch,Pending,,,,,2024-07-22
APP001089,CUST00528,Account,2026-03-10,Agent,Rejected,,,,,2026-03-20
APP001090,CUST00528,Wallet,2026-10-28,Branch,Approved,,,,,2026-10-30
APP001091,CUST00528,Loan,2026-06-23,Branch,Approved,20522.88,13976.57,,,2026-07-05
APP001092,CUST00529,Card,2026-12-08,Agent,Submitted,119731.26,,,,2026-12-11
APP001093,CUST00529,Account,2026-03-18,Mobile App,Approved,,,,,2026-03-20
APP001094,CUST00530,Account,2024-05-14,Web,Approved,,,,,2024-05-23
APP001095,CUST00530,Remittance,2025-07-03,Agent,Submitted,,,,,2025-07-06
APP001096,CUST00531,Wallet,2026-11-16,Branch,Approved,,,,,2026-11-20
APP001097,CUST00531,Account,2026-08-09,Web,Approved,,,,,2026-08-20
APP001098,CUST00532,Remittance,2024-05-04,Branch,Approved,,,,,2024-05-17
APP001099,CUST00532,Account,2025-08-17,Branch,Approved,,,,,2025-08-18
APP001100,CUST00533,Remittance,2025-05-29,Agent,Rejected,,,,,2025-06-01
APP001101,CUST00533,Loan,2026-08-15,Agent,Approved,66721.46,48461.99,,,2026-08-28
APP001102,CUST00534,Account,2024-06-05,Web,Approved,,,,,2024-06-11
APP001103,CUST00534,Account,2024-09-23,Mobile App,Approved,,,,,2024-10-07
APP001104,CUST00535,Card,2025-02-19,Branch,Approved,30650.56,,11849.49,,2025-02-26
APP001105,CUST00535,Wallet,2026-12-01,Branch,Pending,,,,,2026-12-12
APP001106,CUST00535,Remittance,2025-08-09,Web,Approved,,,,,2025-08-10
APP001107,CUST00535,Wallet,2026-12-02,Agent,Approved,,,,,2026-12-15
APP001108,CUST00536,Account,2024-08-11,Mobile App,Approved,,,,,2024-08-14
APP001109,CUST00537,Account,2026-05-26,Branch,Rejected,,,,,2026-05-31
APP001110,CUST00537,Account,2024-11-30,Mobile App,Approved,,,,,2024-12-07
APP001111,CUST00538,Wallet,2025-10-03,Agent,Approved,,,,,2025-10-12
APP001112,CUST00538,Wallet,2024-03-13,Agent,Pending,,,,,2024-03-14
APP001113,CUST00538,Card,2025-08-08,Web,Approved,113667.25,,42749.69,,2025-08-10
APP001114,CUST00539,Remittance,2026-04-10,Web,Approved,,,,,2026-04-15
APP001115,CUST00539,Loan,2026-04-29,Mobile App,Approved,126239.34,123842.57,,,2026-05-11
APP001116,CUST00539,Loan,2026-05-07,Agent,Rejected,41278.19,,,KYC not approved,2026-05-18
APP001117,CUST00540,Wallet,2025-01-23,Agent,Approved,,,,,2025-01-24
APP001118,CUST00540,Wallet,2024-05-17,Branch,Approved,,,,,2024-05-27
APP001119,CUST00540,Remittance,2026-09-17,Web,Approved,,,,,2026-09-23
APP001120,CUST00541,Account,2024-09-21,Agent,Rejected,,,,,2024-10-04
APP001121,CUST00541,Account,2025-06-06,Mobile App,Approved,,,,,2025-06-14
APP001122,CUST00541,Wallet,2026-08-31,Branch,Approved,,,,,2026-09-02
APP001123,CUST00542,Loan,2024-08-06,Mobile App,Approved,108522.33,85621.27,,,2024-08-20
APP001124,CUST00542,Account,2026-09-25,Mobile App,Approved,,,,,2026-10-08
APP001125,CUST00542,Remittance,2024-09-01,Web,Approved,,,,,2024-09-08
APP001126,CUST00543,Card,2026-08-13,Branch,Approved,11383.48,,7102.56,,2026-08-15
APP001127,CUST00544,Remittance,2026-04-03,Mobile App,Rejected,,,,,2026-04-06
APP001128,CUST00544,Wallet,2024-04-10,Agent,Approved,,,,,2024-04-15
APP001129,CUST00545,Wallet,2025-08-19,Branch,Submitted,,,,,2025-08-30
APP001130,CUST00545,Loan,2026-11-22,Agent,Approved,89982.46,83143.11,,,2026-11-26
APP001131,CUST00545,Wallet,2026-05-03,Branch,Rejected,,,,,2026-05-05
APP001132,CUST00546,Card,2024-06-17,Branch,Pending,119171.59,,,,2024-06-25
APP001133,CUST00546,Card,2025-03-20,Agent,Approved,144828.62,,57503.91,,2025-03-31
APP001134,CUST00547,Card,2024-08-14,Web,Approved,134905.52,,72289.63,,2024-08-16
APP001135,CUST00548,Wallet,2026-01-28,Web,Approved,,,,,2026-02-09
APP001136,CUST00548,Account,2024-09-20,Web,Approved,,,,,2024-09-30
APP001137,CUST00549,Loan,2024-10-01,Branch,Pending,16805.75,,,,2024-10-05
APP001138,CUST00549,Card,2024-07-27,Mobile App,Approved,77887.72,,42811.13,,2024-07-31
APP001139,CUST00549,Card,2026-10-22,Mobile App,Approved,22257.7,,12266.89,,2026-10-24
APP001140,CUST00550,Account,2026-03-11,Branch,Rejected,,,,,2026-03-20
APP001141,CUST00551,Account,2024-05-21,Web,Approved,,,,,2024-05-27
APP001142,CUST00552,Card,2026-10-16,Web,Rejected,110853.78,,,KYC not approved,2026-10-25
APP001143,CUST00552,Remittance,2025-11-09,Agent,Approved,,,,,2025-11-11
APP001144,CUST00553,Card,2025-03-12,Web,Approved,118852.06,,44485.23,,2025-03-25
APP001145,CUST00553,Account,2026-11-28,Web,Approved,,,,,2026-12-11
APP001146,CUST00554,Loan,2025-10-16,Mobile App,Approved,117148.09,111608.35,,,2025-10-24
APP001147,CUST00554,Remittance,2025-10-15,Mobile App,Approved,,,,,2025-10-20
APP001148,CUST00555,Remittance,2025-08-31,Web,Approved,,,,,2025-09-06
APP001149,CUST00555,Card,2025-08-27,Mobile App,Rejected,138382.08,,,KYC not approved,2025-09-10
APP001150,CUST00555,Loan,2024-03-11,Mobile App,Approved,26247.41,22477.95,,,2024-03-21
APP001151,CUST00556,Wallet,2024-01-26,Mobile App,Approved,,,,,2024-02-09
APP001152,CUST00557,Account,2026-07-29,Agent,Approved,,,,,2026-08-05
APP001153,CUST00557,Remittance,2025-02-21,Mobile App,Approved,,,,,2025-02-22
APP001154,CUST00558,Remittance,2025-09-14,Branch,Approved,,,,,2025-09-24
APP001155,CUST00559,Remittance,2025-04-16,Web,Approved,,,,,2025-04-24
APP001156,CUST00560,Loan,2025-12-08,Agent,Approved,24642.95,17864.36,,,2025-12-18
APP001157,CUST00561,Wallet,2024-11-30,Branch,Rejected,,,,,2024-12-07
APP001158,CUST00561,Wallet,2025-08-17,Web,Approved,,,,,2025-08-28
APP001159,CUST00561,Loan,2024-11-28,Web,Rejected,9837.08,,,Insufficient income,2024-11-30
APP001160,CUST00562,Account,2026-02-04,Mobile App,Approved,,,,,2026-02-09
APP001161,CUST00562,Card,2026-09-19,Web,Rejected,77676.5,,,Insufficient income,2026-09-25
APP001162,CUST00562,Account,2026-08-24,Branch,Submitted,,,,,2026-08-31
APP001163,CUST00562,Wallet,2024-06-05,Agent,Approved,,,,,2024-06-19
APP001164,CUST00563,Account,2026-03-13,Web,Approved,,,,,2026-03-22
APP001165,CUST00564,Card,2026-10-01,Branch,Approved,21574.61,,10762.43,,2026-10-02
APP001166,CUST00564,Account,2025-05-14,Branch,Pending,,,,,2025-05-15
APP001167,CUST00565,Loan,2025-08-06,Mobile App,Rejected,51156.46,,,Incomplete documents,2025-08-19
APP001168,CUST00565,Remittance,2025-07-13,Mobile App,Approved,,,,,2025-07-20
APP001169,CUST00566,Remittance,2026-05-09,Agent,Approved,,,,,2026-05-12
APP001170,CUST00567,Loan,2024-06-03,Mobile App,Submitted,56213.09,,,,2024-06-04
APP001171,CUST00567,Loan,2024-08-02,Agent,Rejected,94154.85,,,Incomplete documents,2024-08-06
APP001172,CUST00567,Card,2024-07-15,Branch,Approved,149345.19,,64374.42,,2024-07-24
APP001173,CUST00567,Loan,2026-06-23,Mobile App,Approved,34195.15,31235.01,,,2026-07-05
APP001174,CUST00568,Remittance,2025-10-22,Mobile App,Rejected,,,,,2025-11-03
APP001175,CUST00568,Loan,2025-09-04,Web,Approved,38862.92,33282.09,,,2025-09-13
APP001176,CUST00569,Card,2026-03-01,Agent,Approved,125750.53,,98512.01,,2026-03-02
APP001177,CUST00569,Remittance,2024-08-03,Agent,Approved,,,,,2024-08-12
APP001178,CUST00570,Card,2026-10-02,Agent,Approved,74962.65,,26086.54,,2026-10-13
APP001179,CUST00570,Card,2025-01-31,Branch,Pending,67554.39,,,,2025-02-12
APP001180,CUST00571,Account,2026-04-13,Agent,Rejected,,,,,2026-04-15
APP001181,CUST00571,Remittance,2025-05-31,Web,Pending,,,,,2025-06-13
APP001182,CUST00571,Wallet,2024-03-16,Web,Rejected,,,,,2024-03-26
APP001183,CUST00572,Card,2024-02-14,Agent,Approved,62069.62,,19288.68,,2024-02-25
APP001184,CUST00572,Loan,2024-12-18,Branch,Approved,76680.86,58790.92,,,2024-12-20
APP001185,CUST00572,Wallet,2024-02-29,Web,Approved,,,,,2024-03-09
APP001186,CUST00572,Account,2026-04-05,Mobile App,Approved,,,,,2026-04-18
APP001187,CUST00573,Remittance,2024-11-10,Mobile App,Approved,,,,,2024-11-23
APP001188,CUST00574,Remittance,2024-08-07,Web,Approved,,,,,2024-08-10
APP001189,CUST00575,Remittance,2026-12-13,Agent,Pending,,,,,2026-12-26
APP001190,CUST00575,Loan,2024-12-23,Web,Approved,97865.18,65942.71,,,2024-12-31
APP001191,CUST00575,Loan,2025-04-24,Mobile App,Rejected,81088.7,,,High debt burden ratio,2025-04-28
APP001192,CUST00576,Card,2024-10-31,Mobile App,Approved,23343.45,,7570.59,,2024-11-02
APP001193,CUST00576,Account,2024-08-07,Mobile App,Approved,,,,,2024-08-11
APP001194,CUST00577,Account,2026-12-13,Mobile App,Rejected,,,,,2026-12-22
APP001195,CUST00577,Wallet,2024-10-17,Branch,Approved,,,,,2024-10-20
APP001196,CUST00578,Loan,2025-12-18,Mobile App,Rejected,142613.25,,,Low credit score,2025-12-19
APP001197,CUST00578,Wallet,2026-06-26,Branch,Approved,,,,,2026-07-01
APP001198,CUST00579,Wallet,2025-12-13,Mobile App,Approved,,,,,2025-12-14
APP001199,CUST00580,Loan,2024-08-27,Mobile App,Approved,7134.93,6574.12,,,2024-09-07
APP001200,CUST00581,Wallet,2025-10-23,Branch,Submitted,,,,,2025-11-04
APP001201,CUST00582,Card,2025-12-04,Agent,Pending,14144.26,,,,2025-12-07
APP001202,CUST00583,Remittance,2024-05-02,Agent,Rejected,,,,,2024-05-05
APP001203,CUST00583,Loan,2024-03-26,Mobile App,Approved,11082.71,8799.75,,,2024-04-04
APP001204,CUST00583,Loan,2024-07-12,Mobile App,Approved,143299.58,114229.94,,,2024-07-14
APP001205,CUST00584,Remittance,2024-08-14,Agent,Approved,,,,,2024-08-19
APP001206,CUST00585,Account,2024-09-04,Agent,Rejected,,,,,2024-09-10
APP001207,CUST00585,Wallet,2024-03-27,Web,Approved,,,,,2024-04-05
APP001208,CUST00585,Remittance,2025-05-05,Mobile App,Approved,,,,,2025-05-15
APP001209,CUST00586,Loan,2025-11-18,Agent,Rejected,144198.86,,,High debt burden ratio,2025-11-23
APP001210,CUST00586,Account,2024-04-24,Web,Approved,,,,,2024-05-07
APP001211,CUST00586,Card,2025-09-22,Mobile App,Approved,4985.55,,3423.94,,2025-10-06
APP001212,CUST00587,Account,2025-01-30,Web,Approved,,,,,2025-02-06
APP001213,CUST00587,Loan,2025-07-07,Branch,Approved,147876.49,144066.91,,,2025-07-18
APP001214,CUST00587,Account,2025-11-08,Mobile App,Approved,,,,,2025-11-10
APP001215,CUST00588,Remittance,2026-07-11,Mobile App,Approved,,,,,2026-07-19
APP001216,CUST00588,Loan,2026-07-13,Agent,Approved,65655.09,62949.9,,,2026-07-16
APP001217,CUST00589,Loan,2024-07-30,Mobile App,Rejected,44903.82,,,Low credit score,2024-08-03
APP001218,CUST00590,Remittance,2025-04-24,Web,Approved,,,,,2025-05-03
APP001219,CUST00590,Account,2024-05-14,Agent,Approved,,,,,2024-05-28
APP001220,CUST00591,Wallet,2026-08-14,Agent,Rejected,,,,,2026-08-25
APP001221,CUST00591,Wallet,2026-05-28,Branch,Approved,,,,,2026-05-29
APP001222,CUST00592,Loan,2025-11-01,Mobile App,Approved,112729.9,81055.16,,,2025-11-10
APP001223,CUST00593,Remittance,2025-04-30,Branch,Rejected,,,,,2025-05-05
APP001224,CUST00594,Account,2024-12-10,Agent,Approved,,,,,2024-12-13
APP001225,CUST00594,Card,2025-12-05,Mobile App,Pending,144781.91,,,,2025-12-14
APP001226,CUST00595,Card,2026-12-30,Branch,Rejected,37282.73,,,Incomplete documents,2027-01-11
APP001227,CUST00595,Wallet,2025-10-15,Web,Rejected,,,,,2025-10-18
APP001228,CUST00595,Loan,2026-08-02,Agent,Approved,102668.33,65256.52,,,2026-08-08
APP001229,CUST00596,Loan,2024-02-17,Web,Pending,33139.21,,,,2024-02-19
APP001230,CUST00597,Loan,2026-10-24,Agent,Approved,120720.26,98553.88,,,2026-11-04
APP001231,CUST00597,Account,2024-12-05,Mobile App,Rejected,,,,,2024-12-09
APP001232,CUST00597,Account,2024-04-27,Agent,Rejected,,,,,2024-05-05
APP001233,CUST00598,Remittance,2025-09-03,Mobile App,Submitted,,,,,2025-09-16
APP001234,CUST00599,Wallet,2026-04-29,Branch,Rejected,,,,,2026-05-10
APP001235,CUST00599,Wallet,2025-07-10,Agent,Approved,,,,,2025-07-17
APP001236,CUST00600,Wallet,2026-05-02,Web,Approved,,,,,2026-05-03
APP001237,CUST00601,Remittance,2024-11-16,Agent,Approved,,,,,2024-11-25
APP001238,CUST00601,Card,2026-07-31,Branch,Approved,41709.06,,21728.89,,2026-08-01
APP001239,CUST00601,Wallet,2024-02-24,Mobile App,Approved,,,,,2024-02-29
APP001240,CUST00602,Wallet,2026-10-12,Web,Approved,,,,,2026-10-15
APP001241,CUST00602,Loan,2026-06-20,Web,Rejected,7729.09,,,Low credit score,2026-06-26
APP001242,CUST00603,Card,2024-04-24,Mobile App,Pending,89866.74,,,,2024-04-30
APP001243,CUST00603,Account,2026-05-25,Branch,Approved,,,,,2026-05-26
APP001244,CUST00603,Account,2026-02-02,Mobile App,Rejected,,,,,2026-02-08
APP001245,CUST00604,Wallet,2025-05-23,Branch,Rejected,,,,,2025-06-05
APP001246,CUST00605,Loan,2024-09-03,Agent,Approved,137198.52,101974.93,,,2024-09-07
APP001247,CUST00605,Wallet,2025-10-24,Mobile App,Rejected,,,,,2025-11-05
APP001248,CUST00605,Wallet,2026-09-18,Web,Approved,,,,,2026-09-27
